Subj,IP_Address,Inst_Time,Avg_Read_Time,Outcome,Agent,Vignette,Trial,Cause,Counterfactual,Trial_time,Age,Gender,Ethnicity,Education,SES
13,192.158.218.179,18.351,41.84716667,2,3,15,12,3,2,50.063,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,2,2,16,13,2,2,35.086,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,2,3,17,24,3,2,56.399,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,1,2,18,8,6,2,43.832,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,1,2,19,7,5,2,44.413,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,1,1,20,20,3,2,37.549,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,1,2,21,2,5,2,42.123,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,1,2,22,23,3,2,33.861,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,1,2,23,11,3,1,54.387,37,2,5,5,5
13,192.158.218.179,18.351,41.84716667,2,1,24,10,6,2,38.94,37,2,5,5,5
14,71.48.176.181,14.883,48.864375,2,3,1,17,6,1,44.627,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,3,2,14,6,1,26.528,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,3,3,21,5,2,47.446,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,2,4,4,6,2,33.895,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,2,5,13,2,2,22.53,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,2,6,20,5,2,41.892,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,3,7,23,7,1,66.56,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,2,8,18,5,2,82.768,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,2,9,5,6,2,39.144,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,2,10,8,6,2,20.913,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,3,11,2,7,1,45.766,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,2,12,7,7,1,100.589,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,2,13,10,2,2,35.174,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,1,14,15,5,2,46.965,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,1,15,19,6,2,50.56,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,1,16,3,7,2,72.462,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,3,17,1,7,1,51.545,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,1,1,18,6,6,2,45.679,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,3,19,22,6,1,52.521,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,3,20,11,7,1,44.346,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,3,21,16,6,1,73.188,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,2,22,24,6,2,28.178,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,1,23,12,7,1,42.62,28,2,5,4,6
14,71.48.176.181,14.883,48.864375,2,3,24,9,6,2,53.004,28,2,5,4,6
15,96.35.32.227,15.014,49.92554167,2,1,1,16,6,1,39.733,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,2,2,24,5,1,36.087,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,2,3,20,4,2,59.939,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,1,4,1,6,1,47.419,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,1,2,5,7,3,2,62.196,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,3,6,19,6,2,48.753,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,2,7,13,7,1,38.262,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,1,1,8,2,5,2,39.715,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,1,1,9,21,5,1,55.249,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,1,10,14,6,1,45.32,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,2,11,23,6,2,45.579,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,3,12,17,5,2,43.201,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,3,13,9,2,2,53.808,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,3,14,5,4,2,54.264,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,1,3,15,6,3,2,70.005,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,1,16,12,6,2,48.28,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,1,3,17,3,5,2,53.348,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,2,18,11,6,1,53.71,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,2,19,22,5,2,44.13,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,3,20,15,7,2,47.903,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,1,1,21,8,5,1,47.001,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,1,2,22,10,6,2,56.424,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,1,23,4,6,2,52.972,26,1,5,4,8
15,96.35.32.227,15.014,49.92554167,2,3,24,18,3,2,44.715,26,1,5,4,8
16,69.136.200.228,14.363,48.88020833,1,1,1,14,7,1,48.415,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,3,2,2,7,1,51.757,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,3,3,1,7,1,48.552,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,2,4,24,7,1,39.623,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,3,5,6,6,2,49.752,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,1,6,17,7,2,46.332,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,1,7,21,7,1,38.93,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,1,8,10,7,2,41.234,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,2,9,22,7,2,44.307,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,3,10,18,7,1,45.564,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,2,11,4,6,2,47.431,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,3,12,11,7,2,47.081,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,1,13,16,7,2,51.806,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,3,14,23,7,1,62.443,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,2,15,9,7,1,48.007,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,1,16,19,7,1,56.271,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,3,17,15,7,2,49.149,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,2,18,5,7,1,50.004,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,3,19,8,7,2,51.036,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,2,20,13,7,1,50.517,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,3,21,3,7,1,53.647,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,1,22,12,7,1,46.167,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,2,2,23,7,7,1,61.286,62,2,5,5,5
16,69.136.200.228,14.363,48.88020833,1,3,24,20,7,1,37.44,62,2,5,5,5
17,74.60.6.69,47.555,74.61825,2,2,1,10,6,1,45.751,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,1,2,9,7,1,63.131,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,1,3,20,7,1,31.155,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,1,4,23,7,1,16.312,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,1,5,7,6,2,48.606,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,2,6,2,1,2,716.095,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,2,7,13,7,1,35.407,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,1,8,24,6,2,28.321,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,3,9,3,7,1,48.067,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,2,10,21,5,1,56.835,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,3,11,22,6,1,30.565,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,1,12,1,6,1,36.981,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,3,13,12,6,2,50.557,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,3,14,5,6,1,105.414,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,2,15,15,6,1,54.292,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,2,16,8,6,1,67.603,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,1,17,14,7,1,23.496,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,3,18,18,7,1,25.282,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,2,19,19,5,1,29.948,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,3,20,6,7,1,65.648,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,1,21,11,7,1,29.749,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,3,22,17,6,1,24.597,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,1,1,23,4,6,1,138.194,34,2,5,5,6
17,74.60.6.69,47.555,74.61825,2,2,24,16,7,1,13.102,34,2,5,5,6
18,68.40.206.13,9.579,41.01504167,1,2,1,14,6,2,140.611,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,2,2,10,6,2,32.102,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,2,3,24,6,2,18.33,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,2,4,17,6,2,29.158,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,1,5,7,5,2,37.002,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,1,6,9,6,1,92.921,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,3,7,23,7,1,20.188,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,1,8,11,6,2,15.305,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,1,9,1,6,2,24.849,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,1,10,22,6,2,38.133,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,1,11,3,6,2,15.661,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,3,12,12,7,2,58.225,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,2,13,21,5,2,16.366,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,1,14,6,6,1,35.765,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,2,15,15,6,1,16.034,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,3,16,19,7,1,90.003,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,2,17,20,7,2,13.576,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,1,18,4,6,2,37.106,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,1,19,2,6,2,58.617,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,1,20,5,6,1,18.904,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,3,21,16,7,1,53.96,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,3,22,18,6,1,21.8,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,2,2,23,13,6,2,22.58,1993,2,5,4,6
18,68.40.206.13,9.579,41.01504167,1,1,24,8,6,2,72.76,1993,2,5,4,6
19,70.215.133.92,16.13,44.881,2,1,1,16,7,1,29.747,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,1,2,14,7,1,33.967,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,1,3,5,6,2,66.119,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,1,4,12,6,1,33.064,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,3,5,6,6,2,41.54,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,1,6,23,6,2,29.115,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,1,7,10,6,2,38.413,34,2,5,5,6
19,70.215.133.92,16.13,44.881,2,2,8,21,3,2,40.867,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,2,9,15,6,1,33.747,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,2,10,7,5,2,59.479,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,3,11,1,7,2,64.931,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,2,12,2,7,2,71.275,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,3,13,19,6,2,43.317,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,2,14,18,6,1,35.945,34,2,5,5,6
19,70.215.133.92,16.13,44.881,2,2,15,17,4,2,39.815,34,2,5,5,6
19,70.215.133.92,16.13,44.881,2,3,16,9,7,1,31.431,34,2,5,5,6
19,70.215.133.92,16.13,44.881,2,3,17,24,7,1,40.363,34,2,5,5,6
19,70.215.133.92,16.13,44.881,2,2,18,8,6,1,37.809,34,2,5,5,6
19,70.215.133.92,16.13,44.881,2,3,19,20,6,1,53.284,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,2,20,4,5,2,60.424,34,2,5,5,6
19,70.215.133.92,16.13,44.881,2,1,21,22,5,1,34.913,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,1,22,11,7,2,48.084,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,3,23,13,6,1,50.82,34,2,5,5,6
19,70.215.133.92,16.13,44.881,1,2,24,3,6,2,57.03,34,2,5,5,6
20,50.196.14.18,8.266,36.06370833,1,3,1,5,5,1,22.752,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,1,2,20,3,2,14.265,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,1,3,19,5,1,51.42,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,2,4,15,5,2,43.042,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,1,2,5,17,3,2,26.994,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,1,3,6,2,6,1,53.525,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,1,7,11,7,1,14.146,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,3,8,14,3,2,32.58,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,1,3,9,18,2,2,17.543,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,1,2,10,9,3,2,37.905,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,3,11,7,5,2,24.1,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,2,12,23,6,2,12.303,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,3,13,21,5,2,17.097,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,1,14,4,7,1,127.653,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,1,2,15,12,5,2,20.089,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,1,1,16,13,6,1,44.113,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,2,17,3,6,2,23.811,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,3,18,1,5,2,25.487,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,1,2,19,10,3,2,71.747,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,1,20,6,5,2,32.663,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,3,21,8,6,1,76.816,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,1,1,22,24,6,1,16.534,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,3,23,22,6,1,30.015,36,1,5,4,8
20,50.196.14.18,8.266,36.06370833,2,3,24,16,5,2,26.941,36,1,5,4,8
21,96.246.10.51,15.084,7.372041667,2,2,1,8,4,2,3.163,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,3,2,23,5,1,4.042,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,3,3,21,3,2,3.032,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,1,4,6,3,2,21.546,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,3,5,7,3,2,3.98,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,1,6,15,4,2,5.409,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,1,3,7,14,4,1,2.712,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,1,3,8,5,4,2,7.273,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,3,9,9,3,1,3.733,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,1,3,10,13,5,1,4.571,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,2,11,1,4,2,27.187,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,1,1,12,10,4,2,2.682,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,1,13,20,3,2,6.527,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,2,14,12,4,2,1.586,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,1,15,24,4,2,17.666,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,3,16,18,4,1,1.943,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,1,2,17,22,4,2,3.705,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,1,18,2,3,2,13.604,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,1,19,17,3,2,2.709,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,2,20,4,3,2,4.209,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,1,1,21,16,4,2,18.65,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,2,22,11,3,2,1.823,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,1,23,19,4,2,5.722,20,2,3,4,9
21,96.246.10.51,15.084,7.372041667,2,1,24,3,3,2,5.935,20,2,3,4,9
22,67.248.225.125,5.683,35.190125,1,1,1,23,6,1,18.642,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,2,2,12,6,2,23.477,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,2,3,7,2,2,42.863,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,3,4,4,5,1,49.015,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,1,5,24,6,1,17.493,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,2,6,22,6,1,17.36,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,1,7,21,6,1,14.406,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,2,8,18,6,1,25.66,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,2,9,2,1,2,42.257,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,1,10,13,6,1,46.519,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,1,11,8,6,1,52.415,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,2,12,10,6,2,43.027,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,1,13,16,6,2,33.067,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,3,14,11,6,2,29.436,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,3,15,3,5,2,59.687,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,2,16,15,6,2,31.878,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,1,17,19,6,1,21.397,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,2,18,5,6,2,47.557,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,1,19,9,6,2,54.526,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,3,20,6,7,1,42.156,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,2,21,1,5,1,50.57,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,1,3,22,14,6,2,35.067,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,2,23,20,2,2,13.84,41,2,5,2,8
22,67.248.225.125,5.683,35.190125,2,2,24,17,3,2,23.551,41,2,5,2,8
23,174.229.0.52,22.03,50.858125,2,3,1,8,6,1,57.501,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,2,1,2,15,7,1,41.347,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,2,1,3,24,6,2,39.027,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,3,4,1,6,2,71.112,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,2,5,23,2,2,58.869,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,2,6,9,2,2,44.329,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,2,2,7,16,7,1,36.424,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,2,8,20,5,2,40.552,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,1,9,13,6,2,39.774,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,2,2,10,21,6,1,40.351,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,1,11,5,7,2,45.371,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,2,1,12,10,7,2,45.214,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,2,13,18,1,2,40.627,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,2,3,14,2,6,2,58.286,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,3,15,22,5,2,72.925,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,2,16,17,4,2,74.757,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,2,1,17,7,7,2,50.204,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,1,18,14,6,2,64.654,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,3,19,3,6,1,52.704,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,3,20,6,7,2,49.775,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,2,21,19,5,1,34.586,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,2,22,12,3,2,47.025,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,1,23,11,7,2,61.763,34,1,5,5,6
23,174.229.0.52,22.03,50.858125,1,3,24,4,6,2,47.696,34,1,5,5,6
24,69.130.122.71,17.749,54.60504167,1,1,1,4,5,1,41.713,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,3,2,5,5,2,45.371,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,3,3,6,6,1,67.749,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,1,4,17,6,1,38.971,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,3,5,18,5,1,51.875,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,3,6,24,6,1,58.559,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,1,7,23,6,1,51.464,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,1,8,7,6,2,40.043,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,3,9,21,5,2,42.918,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,3,10,1,5,2,66.183,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,2,11,14,5,2,114.925,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,3,12,16,6,1,52.813,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,2,13,12,5,2,57.575,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,2,14,10,3,1,38.742,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,1,15,15,5,2,39.481,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,1,16,11,5,1,59.663,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,3,17,9,5,1,75.184,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,3,18,19,5,1,54.69,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,2,19,13,3,2,38.311,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,2,20,22,5,2,47.164,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,3,21,20,6,1,45.005,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,2,1,22,3,5,1,50.975,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,2,23,8,2,2,55.619,37,1,5,2,7
24,69.130.122.71,17.749,54.60504167,1,2,24,2,5,2,68.46,37,1,5,2,7
25,99.43.85.101,30.363,65.62708333,1,3,1,3,7,1,85.845,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,2,2,13,7,1,71.575,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,2,3,18,7,1,76.189,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,2,2,4,2,7,1,61.581,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,1,5,6,5,1,75.056,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,2,6,24,6,1,64.099,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,2,7,14,7,1,53.478,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,2,2,8,23,7,1,33.383,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,2,1,9,9,7,1,65.732,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,1,10,16,7,1,86.15,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,3,11,20,7,1,57.599,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,3,12,22,7,1,52.75,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,2,1,13,11,6,1,49.924,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,3,14,4,7,1,80.828,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,2,3,15,15,5,1,65.472,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,3,16,12,7,1,71.721,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,3,17,7,6,1,82.019,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,2,2,18,17,7,1,26.97,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,3,19,21,7,1,73.611,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,1,20,1,5,2,60.079,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,1,21,19,6,1,60.217,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,1,2,22,5,7,1,40.263,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,2,3,23,8,6,1,89.143,49,1,3,6,6
25,99.43.85.101,30.363,65.62708333,2,1,24,10,7,1,28.766,49,1,3,6,6
26,117.203.121.95,30.182,58.03558333,1,2,1,21,6,2,53.122,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,3,2,23,6,2,54.029,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,3,3,13,7,1,62.807,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,2,4,8,6,1,44.828,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,2,5,5,5,1,41.927,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,3,6,11,7,2,73.931,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,2,7,16,6,1,61.782,29,1,3,5,5
