"subj","condCode","response","norm","outcome","knowledge","scenario"
"R_2e3YYxDNFxGdOp8","caus4.RKG",2,"rationality","Normal","Knowledge",4
"R_2y3iqlodlBxrhIf","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_325ZO6nfA5s9iHN","caus4.RKG",4,"rationality","Normal","Knowledge",4
"R_5jN300vGGyDgxHP","caus4.RKG",2,"rationality","Normal","Knowledge",4
"R_279w3C1gRACViHV","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_3Rly0Y8WAskIIpJ","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_2S7YCVEQSU9KkX9","caus4.RKG",2,"rationality","Normal","Knowledge",4
"R_3j8mcSiHC7NaIjx","caus4.RKG",2,"rationality","Normal","Knowledge",4
"R_1pol0eGkwiW2RSY","caus4.RKG",5,"rationality","Normal","Knowledge",4
"R_9KqpoaLy2rmFlbr","caus4.RKG",3,"rationality","Normal","Knowledge",4
"R_2rMFWlt0amxGdN3","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_3KC5mJqulG2txoG","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_1EZpcs6LCqD9BN2","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_DuCIgw0cncLtAyZ","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_1GHVUhO0bOZkoep","caus4.RKG",3,"rationality","Normal","Knowledge",4
"R_3PNagj6HF3X09KJ","caus4.RKG",5,"rationality","Normal","Knowledge",4
"R_PYXZXihocfCk3ux","caus4.RKG",2,"rationality","Normal","Knowledge",4
"R_10CSZSO1NWktQqC","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_2Qy4nJhazUAgAEf","caus4.RKG",5,"rationality","Normal","Knowledge",4
"R_3qxujMMrpY7Ti6A","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_2Y9RqYTxwYjkEsO","caus4.RKG",1,"rationality","Normal","Knowledge",4
"R_11YYUc8jWEPEaSf","caus4.RKG",3,"rationality","Normal","Knowledge",4
"R_29s869TqKRtXUjX","caus4.RIG",6,"rationality","Normal","Ignorance",4
"R_1FgpxZrcDBC7KiF","caus4.RIG",4,"rationality","Normal","Ignorance",4
"R_2tFow6WZdXNL5v7","caus4.RIG",5,"rationality","Normal","Ignorance",4
"R_6sqhg90xvrPK4QJ","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_SAI1Og7BAnD7SeZ","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_r22wBQDJrvOypDb","caus4.RIG",5,"rationality","Normal","Ignorance",4
"R_2WSuRwvczqhr7Jl","caus4.RIG",2,"rationality","Normal","Ignorance",4
"R_868ONwCNBhJxdvP","caus4.RIG",4,"rationality","Normal","Ignorance",4
"R_SBRF9Lajer6XwDT","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_2AHe8xvxjAdi4HA","caus4.RIG",2,"rationality","Normal","Ignorance",4
"R_1CHAJot3FC6NBeN","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_1mq52jlZ6JYGV0A","caus4.RIG",2,"rationality","Normal","Ignorance",4
"R_2pKu4Bvm4tH3cEx","caus4.RIG",3,"rationality","Normal","Ignorance",4
"R_22P04tPnH5dj7FL","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_ymRkH2LObwZue1X","caus4.RIG",5,"rationality","Normal","Ignorance",4
"R_1jetbCnb1GXdiZq","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_2fboH8e1lyaeH85","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_oY5jCmgI8r7I4iR","caus4.RIG",7,"rationality","Normal","Ignorance",4
"R_3QWpTqoynzhUnEb","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_10BPCT74LoGWeK4","caus4.RIG",2,"rationality","Normal","Ignorance",4
"R_3GvJno3Lpum6Vfy","caus4.RIG",4,"rationality","Normal","Ignorance",4
"R_2TufLtuxux2LugW","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_2WAmIqwDiM70gZf","caus4.RIG",1,"rationality","Normal","Ignorance",4
"R_2eUKFZTmZ04CZH8","caus4.RIG",5,"rationality","Normal","Ignorance",4
"R_3qyQzkoVBpzVJtd","caus4.RIG",2,"rationality","Normal","Ignorance",4
"R_3lRIEvPYQ1lWm8U","caus4.RIG",2,"rationality","Normal","Ignorance",4
"R_3ix9OZp19n7z3ji","caus4.MKG",4,"morality","Normal","Knowledge",4
"R_uyp37cmhjFrwrBv","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_1CeHcLeh2G41fnP","caus4.MKG",3,"morality","Normal","Knowledge",4
"R_Ry475r49Fm4MWDT","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_6LMS7eeInGKNAc1","caus4.MKG",6,"morality","Normal","Knowledge",4
"R_0CnqgRESEZl2XnP","caus4.MKG",5,"morality","Normal","Knowledge",4
"R_2cC6APY4eALuGee","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_2fIZKuSeDjQPCt0","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_2zvDGSCi7VlQsjq","caus4.MKG",4,"morality","Normal","Knowledge",4
"R_12o8dePtLHKo7h9","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_9vODBjqOkWfjFQx","caus4.MKG",5,"morality","Normal","Knowledge",4
"R_2zCT32AZoJuffSL","caus4.MKG",6,"morality","Normal","Knowledge",4
"R_3MEBK22uhr6CFcP","caus4.MKG",5,"morality","Normal","Knowledge",4
"R_3PjYAgoAbRc0dbX","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_scF05p8ZB30854B","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_27Vbbyyd3BStWIv","caus4.MKG",5,"morality","Normal","Knowledge",4
"R_1dgLecrcU5qQ2Ea","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_3FIEsD4UpCH1xkX","caus4.MKG",2,"morality","Normal","Knowledge",4
"R_094rWo5810F6RIR","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_3JJ0A2pX04RCufy","caus4.MKG",5,"morality","Normal","Knowledge",4
"R_3s4c5gm16LpuWHF","caus4.MKG",1,"morality","Normal","Knowledge",4
"R_1E5QgphHPglIJzm","caus4.MKG",3,"morality","Normal","Knowledge",4
"R_3CCPzKRRh98zqzM","caus4.MKG",4,"morality","Normal","Knowledge",4
"R_3Rx7lDIJMjuVO74","caus4.MKG",5,"morality","Normal","Knowledge",4
"R_2EskuywjxEX5pIg","caus4.MKG",5,"morality","Normal","Knowledge",4
"R_29bHQQ2oPiTR1HO","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_2XhV22aSIfhzE2M","caus4.MIG",2,"morality","Normal","Ignorance",4
"R_3CNuPYzjwTjbxYy","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_bdZcxQuvrgUR0hr","caus4.MIG",3,"morality","Normal","Ignorance",4
"R_BAoKbF8PmP5gxCF","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_RPszNNKC5JI8UOR","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_bdButfdCOVPoPId","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_rjOq2IChESZqJZn","caus4.MIG",3,"morality","Normal","Ignorance",4
"R_2tEkkjB3jr9kKd8","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_1LAV9FMjyeBDNr8","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_73gl19vqtwsCL3b","caus4.MIG",2,"morality","Normal","Ignorance",4
"R_2VOykpg9SncchQV","caus4.MIG",5,"morality","Normal","Ignorance",4
"R_23fOkfuU9MC0RLa","caus4.MIG",2,"morality","Normal","Ignorance",4
"R_2ypxeeY6dxCyfux","caus4.MIG",4,"morality","Normal","Ignorance",4
"R_ykAEB31sV3Uvo6l","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_1Eg5vqiVrvsPFpO","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_3EuNv697lcM1BKh","caus4.MIG",5,"morality","Normal","Ignorance",4
"R_2q2I8pFfFiRJg8e","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_22qSb38GWlOy4En","caus4.MIG",4,"morality","Normal","Ignorance",4
"R_3nUATMe0Tx4Xkir","caus4.MIG",6,"morality","Normal","Ignorance",4
"R_sIi8srHnEndCnjr","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_DID9SJNfveUVuvv","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_3kGoGui3njgTcQG","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_3FQB0EpFBtEB0gc","caus4.MIG",1,"morality","Normal","Ignorance",4
"R_3g6FiK6nvC7Z622","caus4.MIG",5,"morality","Normal","Ignorance",4
"R_TdsVMRhgtvHYWGd","caus4.MIG",4,"morality","Normal","Ignorance",4
"R_2XhV22aSIfhzE2M","caus5.RKB",2,"rationality","Abnormal","Knowledge",5
"R_r22wBQDJrvOypDb","caus5.RKB",5,"rationality","Abnormal","Knowledge",5
"R_bdZcxQuvrgUR0hr","caus5.RKB",2,"rationality","Abnormal","Knowledge",5
"R_2D8Owj67AWmkUlA","caus5.RKB",7,"rationality","Abnormal","Knowledge",5
"R_2YeSQCOM119ZbQi","caus5.RKB",4,"rationality","Abnormal","Knowledge",5
"R_2e3YYxDNFxGdOp8","caus5.RKB",5,"rationality","Abnormal","Knowledge",5
"R_2WD90bhyn9J69Ha","caus5.RKB",3,"rationality","Abnormal","Knowledge",5
"R_325ZO6nfA5s9iHN","caus5.RKB",6,"rationality","Abnormal","Knowledge",5
"R_2SCdKufodrraz8A","caus5.RKB",7,"rationality","Abnormal","Knowledge",5
"R_elMr3Tw4LHp9BW9","caus5.RKB",3,"rationality","Abnormal","Knowledge",5
"R_2ztDcedePVbfcLH","caus5.RKB",5,"rationality","Abnormal","Knowledge",5
"R_UaupL4LJSmGSGel","caus5.RKB",5,"rationality","Abnormal","Knowledge",5
"R_22P04tPnH5dj7FL","caus5.RKB",4,"rationality","Abnormal","Knowledge",5
"R_2S7YCVEQSU9KkX9","caus5.RKB",4,"rationality","Abnormal","Knowledge",5
"R_3j8mcSiHC7NaIjx","caus5.RKB",3,"rationality","Abnormal","Knowledge",5
"R_3RsAmWrIuksbSPR","caus5.RKB",4,"rationality","Abnormal","Knowledge",5
"R_2SqwWyOBTK9ReoK","caus5.RKB",6,"rationality","Abnormal","Knowledge",5
"R_6KGmYUMcgxjQ8AJ","caus5.RKB",3,"rationality","Abnormal","Knowledge",5
"R_1LMz3o29ejBG0RM","caus5.RKB",2,"rationality","Abnormal","Knowledge",5
"R_2xSjFGK4nkJg6kl","caus5.RKB",5,"rationality","Abnormal","Knowledge",5
"R_2dmz8uU8gOtwUoZ","caus5.RKB",4,"rationality","Abnormal","Knowledge",5
"R_1GPlNrkmRMYE03A","caus5.RKB",3,"rationality","Abnormal","Knowledge",5
"R_3RycVtZeFdZzOn4","caus5.RKB",6,"rationality","Abnormal","Knowledge",5
"R_3qxujMMrpY7Ti6A","caus5.RKB",3,"rationality","Abnormal","Knowledge",5
"R_3g6FiK6nvC7Z622","caus5.RKB",4,"rationality","Abnormal","Knowledge",5
"R_3nrbiPTSZRQ8TK6","caus5.RKB",1,"rationality","Abnormal","Knowledge",5
"R_2fBaz1njeTCwFDg","caus5.RIB",5,"rationality","Abnormal","Ignorance",5
"R_uyp37cmhjFrwrBv","caus5.RIB",7,"rationality","Abnormal","Ignorance",5
"R_6sqhg90xvrPK4QJ","caus5.RIB",2,"rationality","Abnormal","Ignorance",5
"R_2y3iqlodlBxrhIf","caus5.RIB",5,"rationality","Abnormal","Ignorance",5
"R_p03NuB3Z58X3UNX","caus5.RIB",5,"rationality","Abnormal","Ignorance",5
"R_2R8hkz3JSrNKkdp","caus5.RIB",4,"rationality","Abnormal","Ignorance",5
"R_bdButfdCOVPoPId","caus5.RIB",2,"rationality","Abnormal","Ignorance",5
"R_239viXo01LDQFab","caus5.RIB",4,"rationality","Abnormal","Ignorance",5
"R_SNWtpP5ahyMOXAZ","caus5.RIB",4,"rationality","Abnormal","Ignorance",5
"R_279w3C1gRACViHV","caus5.RIB",7,"rationality","Abnormal","Ignorance",5
"R_06fZySX0Rey0Cl3","caus5.RIB",1,"rationality","Abnormal","Ignorance",5
"R_3WToMF1JpcIXI1X","caus5.RIB",3,"rationality","Abnormal","Ignorance",5
"R_3emO5qdUedKdmB8","caus5.RIB",2,"rationality","Abnormal","Ignorance",5
"R_1ez3PsrssSbwyI2","caus5.RIB",2,"rationality","Abnormal","Ignorance",5
"R_1gqMbe4EhnySk7L","caus5.RIB",4,"rationality","Abnormal","Ignorance",5
"R_2q2I8pFfFiRJg8e","caus5.RIB",1,"rationality","Abnormal","Ignorance",5
"R_3nVhIQzHW7xv81F","caus5.RIB",5,"rationality","Abnormal","Ignorance",5
"R_22qSb38GWlOy4En","caus5.RIB",3,"rationality","Abnormal","Ignorance",5
"R_4O5oaOnxfrXerbr","caus5.RIB",3,"rationality","Abnormal","Ignorance",5
"R_2qF7OPt0WMTVld4","caus5.RIB",6,"rationality","Abnormal","Ignorance",5
"R_3fcqNm48dgpygqV","caus5.RIB",4,"rationality","Abnormal","Ignorance",5
"R_2Qy4nJhazUAgAEf","caus5.RIB",3,"rationality","Abnormal","Ignorance",5
"R_3qyQzkoVBpzVJtd","caus5.RIB",2,"rationality","Abnormal","Ignorance",5
"R_2Y9RqYTxwYjkEsO","caus5.RIB",5,"rationality","Abnormal","Ignorance",5
"R_TdsVMRhgtvHYWGd","caus5.RIB",3,"rationality","Abnormal","Ignorance",5
"R_1FgpxZrcDBC7KiF","caus5.MKB",6,"morality","Abnormal","Knowledge",5
"R_2SlgBAOTUJwmdMm","caus5.MKB",3,"morality","Abnormal","Knowledge",5
"R_2tJQWc6RMGqRQYC","caus5.MKB",1,"morality","Abnormal","Knowledge",5
"R_1CeHcLeh2G41fnP","caus5.MKB",6,"morality","Abnormal","Knowledge",5
"R_2cC6APY4eALuGee","caus5.MKB",1,"morality","Abnormal","Knowledge",5
"R_2DUjsgyYiGnm9wl","caus5.MKB",6,"morality","Abnormal","Knowledge",5
"R_SBRF9Lajer6XwDT","caus5.MKB",1,"morality","Abnormal","Knowledge",5
"R_2tEkkjB3jr9kKd8","caus5.MKB",4,"morality","Abnormal","Knowledge",5
"R_1mq52jlZ6JYGV0A","caus5.MKB",2,"morality","Abnormal","Knowledge",5
"R_WBuo8s9VCZLreQ9","caus5.MKB",2,"morality","Abnormal","Knowledge",5
"R_2zCT32AZoJuffSL","caus5.MKB",2,"morality","Abnormal","Knowledge",5
"R_22Prrl5ZIrxC5Qr","caus5.MKB",6,"morality","Abnormal","Knowledge",5
"R_2rMFWlt0amxGdN3","caus5.MKB",2,"morality","Abnormal","Knowledge",5
"R_3KC5mJqulG2txoG","caus5.MKB",6,"morality","Abnormal","Knowledge",5
"R_11bFqHsy4lHKXGM","caus5.MKB",3,"morality","Abnormal","Knowledge",5
"R_2fboH8e1lyaeH85","caus5.MKB",1,"morality","Abnormal","Knowledge",5
"R_1EZpcs6LCqD9BN2","caus5.MKB",2,"morality","Abnormal","Knowledge",5
"R_6WPvZDNiTfFeHQd","caus5.MKB",4,"morality","Abnormal","Knowledge",5
"R_3j86i9QqLY7PH8A","caus5.MKB",4,"morality","Abnormal","Knowledge",5
"R_3JJ0A2pX04RCufy","caus5.MKB",2,"morality","Abnormal","Knowledge",5
"R_1cTdIzdogOSzW8p","caus5.MKB",3,"morality","Abnormal","Knowledge",5
"R_1g8Ev8jBoaZsqrp","caus5.MKB",4,"morality","Abnormal","Knowledge",5
"R_12fgVQnAgkjrQS3","caus5.MKB",3,"morality","Abnormal","Knowledge",5
"R_11YYUc8jWEPEaSf","caus5.MKB",1,"morality","Abnormal","Knowledge",5
"R_33gwLmLDAA1sTss","caus5.MIB",3,"morality","Abnormal","Ignorance",5
"R_5jN300vGGyDgxHP","caus5.MIB",2,"morality","Abnormal","Ignorance",5
"R_ysVNiHJkeHRAnUl","caus5.MIB",7,"morality","Abnormal","Ignorance",5
"R_1CHAJot3FC6NBeN","caus5.MIB",4,"morality","Abnormal","Ignorance",5
"R_2pKu4Bvm4tH3cEx","caus5.MIB",4,"morality","Abnormal","Ignorance",5
"R_23fOkfuU9MC0RLa","caus5.MIB",5,"morality","Abnormal","Ignorance",5
"R_ymRkH2LObwZue1X","caus5.MIB",4,"morality","Abnormal","Ignorance",5
"R_2sRy62Sdzrliw6H","caus5.MIB",5,"morality","Abnormal","Ignorance",5
"R_ykAEB31sV3Uvo6l","caus5.MIB",4,"morality","Abnormal","Ignorance",5
"R_bEI04bP0vTNWw3r","caus5.MIB",3,"morality","Abnormal","Ignorance",5
"R_3MEBK22uhr6CFcP","caus5.MIB",6,"morality","Abnormal","Ignorance",5
"R_1diZdA1StZBl7AT","caus5.MIB",5,"morality","Abnormal","Ignorance",5
"R_OfGTCPUucCWrsbL","caus5.MIB",1,"morality","Abnormal","Ignorance",5
"R_3EcATsLMamJIwBW","caus5.MIB",5,"morality","Abnormal","Ignorance",5
"R_3FIEsD4UpCH1xkX","caus5.MIB",5,"morality","Abnormal","Ignorance",5
"R_DuCIgw0cncLtAyZ","caus5.MIB",1,"morality","Abnormal","Ignorance",5
"R_3lVxU1XtUuXQ8Ul","caus5.MIB",4,"morality","Abnormal","Ignorance",5
"R_3GvJno3Lpum6Vfy","caus5.MIB",5,"morality","Abnormal","Ignorance",5
"R_1FLF8fsmOVPAkpH","caus5.MIB",4,"morality","Abnormal","Ignorance",5
"R_3PNagj6HF3X09KJ","caus5.MIB",6,"morality","Abnormal","Ignorance",5
"R_3CCPzKRRh98zqzM","caus5.MIB",4,"morality","Abnormal","Ignorance",5
"R_PYXZXihocfCk3ux","caus5.MIB",6,"morality","Abnormal","Ignorance",5
"R_2eUKFZTmZ04CZH8","caus5.MIB",4,"morality","Abnormal","Ignorance",5
"R_2ztDaELCkVGO8kW","caus5.MIB",1,"morality","Abnormal","Ignorance",5
"R_WptAnrSTWA8ikvf","caus5.MIB",7,"morality","Abnormal","Ignorance",5
"R_SNSaRsNd36GZBap","caus5.RKG",3,"rationality","Normal","Knowledge",5
"R_33ydZUGqQjKMVgR","caus5.RKG",7,"rationality","Normal","Knowledge",5
"R_Wf9yO6kOByjRfzj","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_1dbMCfd0tFgyzGw","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_2ZObC2dIpw8cyew","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_yUCeaFeOGqKeGsN","caus5.RKG",5,"rationality","Normal","Knowledge",5
"R_2WSuRwvczqhr7Jl","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_Ry475r49Fm4MWDT","caus5.RKG",1,"rationality","Normal","Knowledge",5
"R_6LMS7eeInGKNAc1","caus5.RKG",5,"rationality","Normal","Knowledge",5
"R_aVmbstkulfSoJeV","caus5.RKG",5,"rationality","Normal","Knowledge",5
"R_1hYb71KLb5Gred1","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_2VOykpg9SncchQV","caus5.RKG",7,"rationality","Normal","Knowledge",5
"R_2frHSIA1kufs7vM","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_1QfLLV27HwsjPt9","caus5.RKG",6,"rationality","Normal","Knowledge",5
"R_1jetbCnb1GXdiZq","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_3PjYAgoAbRc0dbX","caus5.RKG",6,"rationality","Normal","Knowledge",5
"R_27m9oWuJmjPxtoe","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_3QWpTqoynzhUnEb","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_10BPCT74LoGWeK4","caus5.RKG",5,"rationality","Normal","Knowledge",5
"R_2SxkFsQWl7ljVlg","caus5.RKG",3,"rationality","Normal","Knowledge",5
"R_31LDVkPtASjf01y","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_3s4c5gm16LpuWHF","caus5.RKG",7,"rationality","Normal","Knowledge",5
"R_2aKP8KLCc3g3pV5","caus5.RKG",6,"rationality","Normal","Knowledge",5
"R_56Bpm4nmkrN02DD","caus5.RKG",7,"rationality","Normal","Knowledge",5
"R_3JjS2XTIZfqtGD0","caus5.RKG",1,"rationality","Normal","Knowledge",5
"R_PUPfwsyqGUMXcmB","caus5.RKG",4,"rationality","Normal","Knowledge",5
"R_29s869TqKRtXUjX","caus5.RIG",6,"rationality","Normal","Ignorance",5
"R_2WYfIWj1j7Eyboc","caus5.RIG",6,"rationality","Normal","Ignorance",5
"R_2tFow6WZdXNL5v7","caus5.RIG",5,"rationality","Normal","Ignorance",5
"R_2wi5PcVfGEmAi1X","caus5.RIG",7,"rationality","Normal","Ignorance",5
"R_2101MsSbIdm3awP","caus5.RIG",6,"rationality","Normal","Ignorance",5
"R_BAoKbF8PmP5gxCF","caus5.RIG",2,"rationality","Normal","Ignorance",5
"R_0CnqgRESEZl2XnP","caus5.RIG",7,"rationality","Normal","Ignorance",5
"R_3qsx4vjyD1n6TWN","caus5.RIG",4,"rationality","Normal","Ignorance",5
"R_RPszNNKC5JI8UOR","caus5.RIG",4,"rationality","Normal","Ignorance",5
"R_33a2eX3whQVHtDa","caus5.RIG",5,"rationality","Normal","Ignorance",5
"R_ezCKh6T97kDqXRL","caus5.RIG",2,"rationality","Normal","Ignorance",5
"R_2AHe8xvxjAdi4HA","caus5.RIG",6,"rationality","Normal","Ignorance",5
"R_12o8dePtLHKo7h9","caus5.RIG",3,"rationality","Normal","Ignorance",5
"R_yKmLYIVRstIh84x","caus5.RIG",4,"rationality","Normal","Ignorance",5
"R_3Rly0Y8WAskIIpJ","caus5.RIG",6,"rationality","Normal","Ignorance",5
"R_UW9Z0Sp70p8QQGl","caus5.RIG",3,"rationality","Normal","Ignorance",5
"R_scF05p8ZB30854B","caus5.RIG",1,"rationality","Normal","Ignorance",5
"R_oY5jCmgI8r7I4iR","caus5.RIG",7,"rationality","Normal","Ignorance",5
"R_3fIrGdslgqPS77V","caus5.RIG",3,"rationality","Normal","Ignorance",5
"R_3nUATMe0Tx4Xkir","caus5.RIG",2,"rationality","Normal","Ignorance",5
"R_1GHVUhO0bOZkoep","caus5.RIG",5,"rationality","Normal","Ignorance",5
"R_1GwqSaM0GhGJEvu","caus5.RIG",3,"rationality","Normal","Ignorance",5
"R_5uw9Iy2C0pRvlUR","caus5.RIG",4,"rationality","Normal","Ignorance",5
"R_31zMgQnb6WQHEtT","caus5.RIG",5,"rationality","Normal","Ignorance",5
"R_1GB5CAA9vT9xVP4","caus5.RIG",3,"rationality","Normal","Ignorance",5
"R_yQtSb1omyXaVzAl","caus5.MKG",3,"morality","Normal","Knowledge",5
"R_SAI1Og7BAnD7SeZ","caus5.MKG",1,"morality","Normal","Knowledge",5
"R_86QidGGfYLmbKwN","caus5.MKG",4,"morality","Normal","Knowledge",5
"R_3CNuPYzjwTjbxYy","caus5.MKG",2,"morality","Normal","Knowledge",5
"R_868ONwCNBhJxdvP","caus5.MKG",4,"morality","Normal","Knowledge",5
"R_2fIZKuSeDjQPCt0","caus5.MKG",1,"morality","Normal","Knowledge",5
"R_2zvDGSCi7VlQsjq","caus5.MKG",6,"morality","Normal","Knowledge",5
"R_73gl19vqtwsCL3b","caus5.MKG",5,"morality","Normal","Knowledge",5
"R_21d2uADwa8G3Fx4","caus5.MKG",5,"morality","Normal","Knowledge",5
"R_9vODBjqOkWfjFQx","caus5.MKG",6,"morality","Normal","Knowledge",5
"R_2ypxeeY6dxCyfux","caus5.MKG",2,"morality","Normal","Knowledge",5
"R_1DwMppQkFdsq4aT","caus5.MKG",3,"morality","Normal","Knowledge",5
"R_1Eg5vqiVrvsPFpO","caus5.MKG",1,"morality","Normal","Knowledge",5
"R_bOh1jgCq3iZaq3L","caus5.MKG",7,"morality","Normal","Knowledge",5
"R_1pol0eGkwiW2RSY","caus5.MKG",7,"morality","Normal","Knowledge",5
"R_2pY7P5XHvSzkrsw","caus5.MKG",7,"morality","Normal","Knowledge",5
"R_0SSl0SNv3OZBm1j","caus5.MKG",5,"morality","Normal","Knowledge",5
"R_3Pz2m5OVtvp3MyN","caus5.MKG",3,"morality","Normal","Knowledge",5
"R_s5sQsHKCU2q6c81","caus5.MKG",6,"morality","Normal","Knowledge",5
"R_2TufLtuxux2LugW","caus5.MKG",4,"morality","Normal","Knowledge",5
"R_3pbSzMPRGR6nLOF","caus5.MKG",2,"morality","Normal","Knowledge",5
"R_1E5QgphHPglIJzm","caus5.MKG",2,"morality","Normal","Knowledge",5
"R_10CSZSO1NWktQqC","caus5.MKG",6,"morality","Normal","Knowledge",5
"R_3FQB0EpFBtEB0gc","caus5.MKG",6,"morality","Normal","Knowledge",5
"R_3Rx7lDIJMjuVO74","caus5.MKG",5,"morality","Normal","Knowledge",5
"R_3Ooc5uH0fWpAEhG","caus5.MKG",5,"morality","Normal","Knowledge",5
"R_3ix9OZp19n7z3ji","caus5.MIG",3,"morality","Normal","Ignorance",5
"R_29bHQQ2oPiTR1HO","caus5.MIG",1,"morality","Normal","Ignorance",5
"R_ploi37XR9kuXVSh","caus5.MIG",3,"morality","Normal","Ignorance",5
"R_w7QRd2mMsffG6TD","caus5.MIG",7,"morality","Normal","Ignorance",5
"R_2uPSdXCqk73QKwa","caus5.MIG",4,"morality","Normal","Ignorance",5
"R_2bK1LPzExCL8lFz","caus5.MIG",5,"morality","Normal","Ignorance",5
"R_rjOq2IChESZqJZn","caus5.MIG",3,"morality","Normal","Ignorance",5
"R_vNWF8w455LwfSFz","caus5.MIG",1,"morality","Normal","Ignorance",5
"R_1LAV9FMjyeBDNr8","caus5.MIG",4,"morality","Normal","Ignorance",5
"R_ZqVy8lQ9l8TDEbf","caus5.MIG",4,"morality","Normal","Ignorance",5
"R_27qC1YLUmc6HFQ7","caus5.MIG",3,"morality","Normal","Ignorance",5
"R_33xuskDCljLYM9a","caus5.MIG",4,"morality","Normal","Ignorance",5
"R_eevMKDNgO3LPZbX","caus5.MIG",7,"morality","Normal","Ignorance",5
"R_3EuNv697lcM1BKh","caus5.MIG",6,"morality","Normal","Ignorance",5
"R_9KqpoaLy2rmFlbr","caus5.MIG",4,"morality","Normal","Ignorance",5
"R_27Vbbyyd3BStWIv","caus5.MIG",5,"morality","Normal","Ignorance",5
"R_1dgLecrcU5qQ2Ea","caus5.MIG",1,"morality","Normal","Ignorance",5
"R_3fZDQ0HKyA57tlt","caus5.MIG",4,"morality","Normal","Ignorance",5
"R_094rWo5810F6RIR","caus5.MIG",3,"morality","Normal","Ignorance",5
"R_2WAmIqwDiM70gZf","caus5.MIG",7,"morality","Normal","Ignorance",5
"R_sIi8srHnEndCnjr","caus5.MIG",3,"morality","Normal","Ignorance",5
"R_DID9SJNfveUVuvv","caus5.MIG",6,"morality","Normal","Ignorance",5
"R_3kGoGui3njgTcQG","caus5.MIG",2,"morality","Normal","Ignorance",5
"R_3lRIEvPYQ1lWm8U","caus5.MIG",7,"morality","Normal","Ignorance",5
"R_2EskuywjxEX5pIg","caus5.MIG",1,"morality","Normal","Ignorance",5
"R_2fBaz1njeTCwFDg","caus6.RKB",5,"rationality","Abnormal","Knowledge",6
"R_1FgpxZrcDBC7KiF","caus6.RKB",5,"rationality","Abnormal","Knowledge",6
"R_2WYfIWj1j7Eyboc","caus6.RKB",7,"rationality","Abnormal","Knowledge",6
"R_6sqhg90xvrPK4QJ","caus6.RKB",3,"rationality","Abnormal","Knowledge",6
"R_2WD90bhyn9J69Ha","caus6.RKB",5,"rationality","Abnormal","Knowledge",6
"R_33a2eX3whQVHtDa","caus6.RKB",6,"rationality","Abnormal","Knowledge",6
"R_ezCKh6T97kDqXRL","caus6.RKB",7,"rationality","Abnormal","Knowledge",6
