"ResponseId","condCod","causation response","norm","knowledge","outcome","scenario","condition"
"R_BAoKbF8PmP5gxCF","caus14.MKG","2","Morality","Knowledge","Normal",14,"MKG"
"R_BAoKbF8PmP5gxCF","caus15.RKB","7","Rationality","Knowledge","Abnormal",15,"RKB"
"R_BAoKbF8PmP5gxCF","caus16.RKG","3","Rationality","Knowledge","Normal",16,"RKG"
"R_2e3YYxDNFxGdOp8","caus1.RKB","3","Rationality","Knowledge","Abnormal",1,"RKB"
"R_2e3YYxDNFxGdOp8","caus2.RIB","6","Rationality","Ignorance","Abnormal",2,"RIB"
"R_2e3YYxDNFxGdOp8","caus3.RKG","5","Rationality","Knowledge","Normal",3,"RKG"
"R_2e3YYxDNFxGdOp8","caus4.RKG","2","Rationality","Knowledge","Normal",4,"RKG"
"R_2e3YYxDNFxGdOp8","caus5.RKB","5","Rationality","Knowledge","Abnormal",5,"RKB"
"R_2e3YYxDNFxGdOp8","caus6.RIG","3","Rationality","Ignorance","Normal",6,"RIG"
"R_2e3YYxDNFxGdOp8","caus7.RIG","7","Rationality","Ignorance","Normal",7,"RIG"
"R_2e3YYxDNFxGdOp8","caus8.MIB","4","Morality","Ignorance","Abnormal",8,"MIB"
"R_2e3YYxDNFxGdOp8","caus9.MKG","4","Morality","Knowledge","Normal",9,"MKG"
"R_2e3YYxDNFxGdOp8","caus10.MKG","4","Morality","Knowledge","Normal",10,"MKG"
"R_2e3YYxDNFxGdOp8","caus11.MKB","3","Morality","Knowledge","Abnormal",11,"MKB"
"R_2e3YYxDNFxGdOp8","caus12.MKB","3","Morality","Knowledge","Abnormal",12,"MKB"
"R_2e3YYxDNFxGdOp8","caus13.RKB","3","Rationality","Knowledge","Abnormal",13,"RKB"
"R_2e3YYxDNFxGdOp8","caus14.MKB","4","Morality","Knowledge","Abnormal",14,"MKB"
"R_2e3YYxDNFxGdOp8","caus15.MKB","3","Morality","Knowledge","Abnormal",15,"MKB"
"R_2e3YYxDNFxGdOp8","caus16.RIB","3","Rationality","Ignorance","Abnormal",16,"RIB"
"R_0CnqgRESEZl2XnP","caus1.RIG","5","Rationality","Ignorance","Normal",1,"RIG"
"R_0CnqgRESEZl2XnP","caus2.MIB","5","Morality","Ignorance","Abnormal",2,"MIB"
"R_0CnqgRESEZl2XnP","caus3.MKG","7","Morality","Knowledge","Normal",3,"MKG"
"R_0CnqgRESEZl2XnP","caus4.MKG","5","Morality","Knowledge","Normal",4,"MKG"
"R_0CnqgRESEZl2XnP","caus5.RIG","7","Rationality","Ignorance","Normal",5,"RIG"
"R_0CnqgRESEZl2XnP","caus6.MIG","6","Morality","Ignorance","Normal",6,"MIG"
"R_0CnqgRESEZl2XnP","caus7.RKG","4","Rationality","Knowledge","Normal",7,"RKG"
"R_0CnqgRESEZl2XnP","caus8.RKB","1","Rationality","Knowledge","Abnormal",8,"RKB"
"R_0CnqgRESEZl2XnP","caus9.MIG","5","Morality","Ignorance","Normal",9,"MIG"
"R_0CnqgRESEZl2XnP","caus10.MKB","1","Morality","Knowledge","Abnormal",10,"MKB"
"R_0CnqgRESEZl2XnP","caus11.MIG","6","Morality","Ignorance","Normal",11,"MIG"
"R_0CnqgRESEZl2XnP","caus12.RIG","5","Rationality","Ignorance","Normal",12,"RIG"
"R_0CnqgRESEZl2XnP","caus13.RIB","5","Rationality","Ignorance","Abnormal",13,"RIB"
"R_0CnqgRESEZl2XnP","caus14.RKB","7","Rationality","Knowledge","Abnormal",14,"RKB"
"R_0CnqgRESEZl2XnP","caus15.RIB","5","Rationality","Ignorance","Abnormal",15,"RIB"
"R_0CnqgRESEZl2XnP","caus16.RKG","3","Rationality","Knowledge","Normal",16,"RKG"
"R_3qsx4vjyD1n6TWN","caus1.MKB","4","Morality","Knowledge","Abnormal",1,"MKB"
"R_3qsx4vjyD1n6TWN","caus2.MKG","2","Morality","Knowledge","Normal",2,"MKG"
"R_3qsx4vjyD1n6TWN","caus3.RKG","3","Rationality","Knowledge","Normal",3,"RKG"
"R_3qsx4vjyD1n6TWN","caus4.RIB","2","Rationality","Ignorance","Abnormal",4,"RIB"
"R_3qsx4vjyD1n6TWN","caus5.RIG","4","Rationality","Ignorance","Normal",5,"RIG"
"R_3qsx4vjyD1n6TWN","caus6.RIB","4","Rationality","Ignorance","Abnormal",6,"RIB"
"R_3qsx4vjyD1n6TWN","caus7.RKB","4","Rationality","Knowledge","Abnormal",7,"RKB"
"R_3qsx4vjyD1n6TWN","caus8.RKG","6","Rationality","Knowledge","Normal",8,"RKG"
"R_3qsx4vjyD1n6TWN","caus9.RKG","7","Rationality","Knowledge","Normal",9,"RKG"
"R_3qsx4vjyD1n6TWN","caus10.MIG","3","Morality","Ignorance","Normal",10,"MIG"
"R_3qsx4vjyD1n6TWN","caus11.RKG","4","Rationality","Knowledge","Normal",11,"RKG"
"R_3qsx4vjyD1n6TWN","caus12.RKG","5","Rationality","Knowledge","Normal",12,"RKG"
"R_3qsx4vjyD1n6TWN","caus13.RIG","5","Rationality","Ignorance","Normal",13,"RIG"
"R_3qsx4vjyD1n6TWN","caus14.MKG","3","Morality","Knowledge","Normal",14,"MKG"
"R_3qsx4vjyD1n6TWN","caus15.RKB","4","Rationality","Knowledge","Abnormal",15,"RKB"
"R_3qsx4vjyD1n6TWN","caus16.MKB","3","Morality","Knowledge","Abnormal",16,"MKB"
"R_2WD90bhyn9J69Ha","caus1.RIB","1","Rationality","Ignorance","Abnormal",1,"RIB"
"R_2WD90bhyn9J69Ha","caus2.MIG","3","Morality","Ignorance","Normal",2,"MIG"
"R_2WD90bhyn9J69Ha","caus3.RKG","3","Rationality","Knowledge","Normal",3,"RKG"
"R_2WD90bhyn9J69Ha","caus4.RKB","1","Rationality","Knowledge","Abnormal",4,"RKB"
"R_2WD90bhyn9J69Ha","caus5.RKB","3","Rationality","Knowledge","Abnormal",5,"RKB"
"R_2WD90bhyn9J69Ha","caus6.RKB","5","Rationality","Knowledge","Abnormal",6,"RKB"
"R_2WD90bhyn9J69Ha","caus7.RKB","4","Rationality","Knowledge","Abnormal",7,"RKB"
"R_2WD90bhyn9J69Ha","caus8.MKG","6","Morality","Knowledge","Normal",8,"MKG"
"R_2WD90bhyn9J69Ha","caus9.MIG","3","Morality","Ignorance","Normal",9,"MIG"
"R_2WD90bhyn9J69Ha","caus10.RIB","2","Rationality","Ignorance","Abnormal",10,"RIB"
"R_2WD90bhyn9J69Ha","caus11.MIG","5","Morality","Ignorance","Normal",11,"MIG"
"R_2WD90bhyn9J69Ha","caus12.MIB","2","Morality","Ignorance","Abnormal",12,"MIB"
"R_2WD90bhyn9J69Ha","caus13.MKB","4","Morality","Knowledge","Abnormal",13,"MKB"
"R_2WD90bhyn9J69Ha","caus14.RIG","5","Rationality","Ignorance","Normal",14,"RIG"
"R_2WD90bhyn9J69Ha","caus15.MIG","3","Morality","Ignorance","Normal",15,"MIG"
"R_2WD90bhyn9J69Ha","caus16.RIB","2","Rationality","Ignorance","Abnormal",16,"RIB"
"R_868ONwCNBhJxdvP","caus1.RKB","5","Rationality","Knowledge","Abnormal",1,"RKB"
"R_868ONwCNBhJxdvP","caus2.RIG","5","Rationality","Ignorance","Normal",2,"RIG"
"R_868ONwCNBhJxdvP","caus3.MIB","4","Morality","Ignorance","Abnormal",3,"MIB"
"R_868ONwCNBhJxdvP","caus4.RIG","4","Rationality","Ignorance","Normal",4,"RIG"
"R_868ONwCNBhJxdvP","caus5.MKG","4","Morality","Knowledge","Normal",5,"MKG"
"R_868ONwCNBhJxdvP","caus6.MIB","5","Morality","Ignorance","Abnormal",6,"MIB"
"R_868ONwCNBhJxdvP","caus7.MKB","5","Morality","Knowledge","Abnormal",7,"MKB"
"R_868ONwCNBhJxdvP","caus8.MIG","5","Morality","Ignorance","Normal",8,"MIG"
"R_868ONwCNBhJxdvP","caus9.MKB","3","Morality","Knowledge","Abnormal",9,"MKB"
"R_868ONwCNBhJxdvP","caus10.RKG","3","Rationality","Knowledge","Normal",10,"RKG"
"R_868ONwCNBhJxdvP","caus11.MIG","5","Morality","Ignorance","Normal",11,"MIG"
"R_868ONwCNBhJxdvP","caus12.RKB","5","Rationality","Knowledge","Abnormal",12,"RKB"
"R_868ONwCNBhJxdvP","caus13.MIB","7","Morality","Ignorance","Abnormal",13,"MIB"
"R_868ONwCNBhJxdvP","caus14.MKB","4","Morality","Knowledge","Abnormal",14,"MKB"
"R_868ONwCNBhJxdvP","caus15.RKB","4","Rationality","Knowledge","Abnormal",15,"RKB"
"R_868ONwCNBhJxdvP","caus16.RKB","6","Rationality","Knowledge","Abnormal",16,"RKB"
"R_2y3iqlodlBxrhIf","caus1.RKG","5","Rationality","Knowledge","Normal",1,"RKG"
"R_2y3iqlodlBxrhIf","caus2.MKG","5","Morality","Knowledge","Normal",2,"MKG"
"R_2y3iqlodlBxrhIf","caus3.MKG","5","Morality","Knowledge","Normal",3,"MKG"
"R_2y3iqlodlBxrhIf","caus4.RKG","1","Rationality","Knowledge","Normal",4,"RKG"
"R_2y3iqlodlBxrhIf","caus5.RIB","5","Rationality","Ignorance","Abnormal",5,"RIB"
"R_2y3iqlodlBxrhIf","caus6.RIG","5","Rationality","Ignorance","Normal",6,"RIG"
"R_2y3iqlodlBxrhIf","caus7.MKB","7","Morality","Knowledge","Abnormal",7,"MKB"
"R_2y3iqlodlBxrhIf","caus8.MIG","5","Morality","Ignorance","Normal",8,"MIG"
"R_2y3iqlodlBxrhIf","caus9.MIG","5","Morality","Ignorance","Normal",9,"MIG"
"R_2y3iqlodlBxrhIf","caus10.MIB","2","Morality","Ignorance","Abnormal",10,"MIB"
"R_2y3iqlodlBxrhIf","caus11.MKB","5","Morality","Knowledge","Abnormal",11,"MKB"
"R_2y3iqlodlBxrhIf","caus12.RIG","5","Rationality","Ignorance","Normal",12,"RIG"
"R_2y3iqlodlBxrhIf","caus13.RIG","5","Rationality","Ignorance","Normal",13,"RIG"
"R_2y3iqlodlBxrhIf","caus14.RIB","2","Rationality","Ignorance","Abnormal",14,"RIB"
"R_2y3iqlodlBxrhIf","caus15.MKB","5","Morality","Knowledge","Abnormal",15,"MKB"
"R_2y3iqlodlBxrhIf","caus16.RIB","5","Rationality","Ignorance","Abnormal",16,"RIB"
"R_2cC6APY4eALuGee","caus1.MKG","1","Morality","Knowledge","Normal",1,"MKG"
"R_2cC6APY4eALuGee","caus2.MIG","2","Morality","Ignorance","Normal",2,"MIG"
"R_2cC6APY4eALuGee","caus3.MIB","1","Morality","Ignorance","Abnormal",3,"MIB"
"R_2cC6APY4eALuGee","caus4.MKG","1","Morality","Knowledge","Normal",4,"MKG"
"R_2cC6APY4eALuGee","caus5.MKB","1","Morality","Knowledge","Abnormal",5,"MKB"
"R_2cC6APY4eALuGee","caus6.MIG","4","Morality","Ignorance","Normal",6,"MIG"
"R_2cC6APY4eALuGee","caus7.MKG","2","Morality","Knowledge","Normal",7,"MKG"
"R_2cC6APY4eALuGee","caus8.RKB","1","Rationality","Knowledge","Abnormal",8,"RKB"
"R_2cC6APY4eALuGee","caus9.MKG","7","Morality","Knowledge","Normal",9,"MKG"
"R_2cC6APY4eALuGee","caus10.MKG","1","Morality","Knowledge","Normal",10,"MKG"
"R_2cC6APY4eALuGee","caus11.RKB","7","Rationality","Knowledge","Abnormal",11,"RKB"
"R_2cC6APY4eALuGee","caus12.RKB","4","Rationality","Knowledge","Abnormal",12,"RKB"
"R_2cC6APY4eALuGee","caus13.RIB","6","Rationality","Ignorance","Abnormal",13,"RIB"
"R_2cC6APY4eALuGee","caus14.MKB","1","Morality","Knowledge","Abnormal",14,"MKB"
"R_2cC6APY4eALuGee","caus15.RIG","1","Rationality","Ignorance","Normal",15,"RIG"
"R_2cC6APY4eALuGee","caus16.MIB","2","Morality","Ignorance","Abnormal",16,"MIB"
"R_RPszNNKC5JI8UOR","caus1.RIG","7","Rationality","Ignorance","Normal",1,"RIG"
"R_RPszNNKC5JI8UOR","caus2.RKG","1","Rationality","Knowledge","Normal",2,"RKG"
"R_RPszNNKC5JI8UOR","caus3.RIB","1","Rationality","Ignorance","Abnormal",3,"RIB"
"R_RPszNNKC5JI8UOR","caus4.MIG","1","Morality","Ignorance","Normal",4,"MIG"
"R_RPszNNKC5JI8UOR","caus5.RIG","4","Rationality","Ignorance","Normal",5,"RIG"
"R_RPszNNKC5JI8UOR","caus6.RIG","7","Rationality","Ignorance","Normal",6,"RIG"
"R_RPszNNKC5JI8UOR","caus7.RKG","1","Rationality","Knowledge","Normal",7,"RKG"
"R_RPszNNKC5JI8UOR","caus8.RKB","1","Rationality","Knowledge","Abnormal",8,"RKB"
"R_RPszNNKC5JI8UOR","caus9.RKG","7","Rationality","Knowledge","Normal",9,"RKG"
"R_RPszNNKC5JI8UOR","caus10.RIG","1","Rationality","Ignorance","Normal",10,"RIG"
"R_RPszNNKC5JI8UOR","caus11.RIB","7","Rationality","Ignorance","Abnormal",11,"RIB"
"R_RPszNNKC5JI8UOR","caus12.RKG","1","Rationality","Knowledge","Normal",12,"RKG"
"R_RPszNNKC5JI8UOR","caus13.RKB","4","Rationality","Knowledge","Abnormal",13,"RKB"
"R_RPszNNKC5JI8UOR","caus14.MKG","1","Morality","Knowledge","Normal",14,"MKG"
"R_RPszNNKC5JI8UOR","caus15.MIB","1","Morality","Ignorance","Abnormal",15,"MIB"
"R_RPszNNKC5JI8UOR","caus16.RIB","4","Rationality","Ignorance","Abnormal",16,"RIB"
"R_p03NuB3Z58X3UNX","caus1.MKG","2","Morality","Knowledge","Normal",1,"MKG"
"R_p03NuB3Z58X3UNX","caus2.MKG","2","Morality","Knowledge","Normal",2,"MKG"
"R_p03NuB3Z58X3UNX","caus3.RIB","5","Rationality","Ignorance","Abnormal",3,"RIB"
"R_p03NuB3Z58X3UNX","caus4.MKB","1","Morality","Knowledge","Abnormal",4,"MKB"
"R_p03NuB3Z58X3UNX","caus5.RIB","5","Rationality","Ignorance","Abnormal",5,"RIB"
"R_p03NuB3Z58X3UNX","caus6.MIB","5","Morality","Ignorance","Abnormal",6,"MIB"
"R_p03NuB3Z58X3UNX","caus7.MKG","7","Morality","Knowledge","Normal",7,"MKG"
"R_p03NuB3Z58X3UNX","caus8.MIB","2","Morality","Ignorance","Abnormal",8,"MIB"
"R_p03NuB3Z58X3UNX","caus9.MIG","6","Morality","Ignorance","Normal",9,"MIG"
"R_p03NuB3Z58X3UNX","caus10.RKG","1","Rationality","Knowledge","Normal",10,"RKG"
"R_p03NuB3Z58X3UNX","caus11.RIB","6","Rationality","Ignorance","Abnormal",11,"RIB"
"R_p03NuB3Z58X3UNX","caus12.MKB","3","Morality","Knowledge","Abnormal",12,"MKB"
"R_p03NuB3Z58X3UNX","caus13.MKG","5","Morality","Knowledge","Normal",13,"MKG"
"R_p03NuB3Z58X3UNX","caus14.RIB","5","Rationality","Ignorance","Abnormal",14,"RIB"
"R_p03NuB3Z58X3UNX","caus15.RIG","5","Rationality","Ignorance","Normal",15,"RIG"
"R_p03NuB3Z58X3UNX","caus16.MIG","5","Morality","Ignorance","Normal",16,"MIG"
"R_325ZO6nfA5s9iHN","caus1.MKB","5","Morality","Knowledge","Abnormal",1,"MKB"
"R_325ZO6nfA5s9iHN","caus2.RKG","6","Rationality","Knowledge","Normal",2,"RKG"
"R_325ZO6nfA5s9iHN","caus3.RKB","7","Rationality","Knowledge","Abnormal",3,"RKB"
"R_325ZO6nfA5s9iHN","caus4.RKG","4","Rationality","Knowledge","Normal",4,"RKG"
"R_325ZO6nfA5s9iHN","caus5.RKB","6","Rationality","Knowledge","Abnormal",5,"RKB"
"R_325ZO6nfA5s9iHN","caus6.RIG","5","Rationality","Ignorance","Normal",6,"RIG"
"R_325ZO6nfA5s9iHN","caus7.MIG","2","Morality","Ignorance","Normal",7,"MIG"
"R_325ZO6nfA5s9iHN","caus8.RIB","2","Rationality","Ignorance","Abnormal",8,"RIB"
"R_325ZO6nfA5s9iHN","caus9.RKB","4","Rationality","Knowledge","Abnormal",9,"RKB"
"R_325ZO6nfA5s9iHN","caus10.RKG","7","Rationality","Knowledge","Normal",10,"RKG"
"R_325ZO6nfA5s9iHN","caus11.RIG","4","Rationality","Ignorance","Normal",11,"RIG"
"R_325ZO6nfA5s9iHN","caus12.MIG","1","Morality","Ignorance","Normal",12,"MIG"
"R_325ZO6nfA5s9iHN","caus13.MIB","2","Morality","Ignorance","Abnormal",13,"MIB"
"R_325ZO6nfA5s9iHN","caus14.MKG","6","Morality","Knowledge","Normal",14,"MKG"
"R_325ZO6nfA5s9iHN","caus15.RIG","7","Rationality","Ignorance","Normal",15,"RIG"
"R_325ZO6nfA5s9iHN","caus16.MKB","4","Morality","Knowledge","Abnormal",16,"MKB"
"R_aVmbstkulfSoJeV","caus1.MIG","6","Morality","Ignorance","Normal",1,"MIG"
"R_aVmbstkulfSoJeV","caus2.RIG","1","Rationality","Ignorance","Normal",2,"RIG"
"R_aVmbstkulfSoJeV","caus3.MKG","1","Morality","Knowledge","Normal",3,"MKG"
"R_aVmbstkulfSoJeV","caus4.RIB","1","Rationality","Ignorance","Abnormal",4,"RIB"
"R_aVmbstkulfSoJeV","caus5.RKG","5","Rationality","Knowledge","Normal",5,"RKG"
"R_aVmbstkulfSoJeV","caus6.MKB","5","Morality","Knowledge","Abnormal",6,"MKB"
"R_aVmbstkulfSoJeV","caus7.MIG","6","Morality","Ignorance","Normal",7,"MIG"
"R_aVmbstkulfSoJeV","caus8.RKB","1","Rationality","Knowledge","Abnormal",8,"RKB"
"R_aVmbstkulfSoJeV","caus9.RIG","5","Rationality","Ignorance","Normal",9,"RIG"
"R_aVmbstkulfSoJeV","caus10.MIB","2","Morality","Ignorance","Abnormal",10,"MIB"
"R_aVmbstkulfSoJeV","caus11.RKB","7","Rationality","Knowledge","Abnormal",11,"RKB"
"R_aVmbstkulfSoJeV","caus12.RKG","4","Rationality","Knowledge","Normal",12,"RKG"
"R_aVmbstkulfSoJeV","caus13.MIG","7","Morality","Ignorance","Normal",13,"MIG"
"R_aVmbstkulfSoJeV","caus14.MIB","4","Morality","Ignorance","Abnormal",14,"MIB"
"R_aVmbstkulfSoJeV","caus15.MKB","6","Morality","Knowledge","Abnormal",15,"MKB"
"R_aVmbstkulfSoJeV","caus16.RIB","3","Rationality","Ignorance","Abnormal",16,"RIB"
"R_2fIZKuSeDjQPCt0","caus1.MKG","6","Morality","Knowledge","Normal",1,"MKG"
"R_2fIZKuSeDjQPCt0","caus2.MKG","2","Morality","Knowledge","Normal",2,"MKG"
"R_2fIZKuSeDjQPCt0","caus3.RKG","2","Rationality","Knowledge","Normal",3,"RKG"
"R_2fIZKuSeDjQPCt0","caus4.MKG","1","Morality","Knowledge","Normal",4,"MKG"
"R_2fIZKuSeDjQPCt0","caus5.MKG","1","Morality","Knowledge","Normal",5,"MKG"
"R_2fIZKuSeDjQPCt0","caus6.RIB","6","Rationality","Ignorance","Abnormal",6,"RIB"
"R_2fIZKuSeDjQPCt0","caus7.MIG.1","6","Morality","Ignorance","Normal",7,"MIG"
"R_2fIZKuSeDjQPCt0","caus8.RKB","1","Rationality","Knowledge","Abnormal",8,"RKB"
"R_2fIZKuSeDjQPCt0","caus9.RIB","2","Rationality","Ignorance","Abnormal",9,"RIB"
"R_2fIZKuSeDjQPCt0","caus10.RKG","1","Rationality","Knowledge","Normal",10,"RKG"
"R_2fIZKuSeDjQPCt0","caus11.RKB","6","Rationality","Knowledge","Abnormal",11,"RKB"
"R_2fIZKuSeDjQPCt0","caus12.MKB","1","Morality","Knowledge","Abnormal",12,"MKB"
"R_2fIZKuSeDjQPCt0","caus13.MKB","7","Morality","Knowledge","Abnormal",13,"MKB"
"R_2fIZKuSeDjQPCt0","caus14.MIB","6","Morality","Ignorance","Abnormal",14,"MIB"
"R_2fIZKuSeDjQPCt0","caus15.MKB","4","Morality","Knowledge","Abnormal",15,"MKB"
"R_2fIZKuSeDjQPCt0","caus16.MIB","1","Morality","Ignorance","Abnormal",16,"MIB"
"R_2bK1LPzExCL8lFz","caus1.RIB","3","Rationality","Ignorance","Abnormal",1,"RIB"
"R_2bK1LPzExCL8lFz","caus2.RKG","6","Rationality","Knowledge","Normal",2,"RKG"
"R_2bK1LPzExCL8lFz","caus3.RIG","2","Rationality","Ignorance","Normal",3,"RIG"
"R_2bK1LPzExCL8lFz","caus4.RIB","2","Rationality","Ignorance","Abnormal",4,"RIB"
"R_2bK1LPzExCL8lFz","caus5.MIG","5","Morality","Ignorance","Normal",5,"MIG"
"R_2bK1LPzExCL8lFz","caus6.RIG","5","Rationality","Ignorance","Normal",6,"RIG"
"R_2bK1LPzExCL8lFz","caus7.MKG","6","Morality","Knowledge","Normal",7,"MKG"
"R_2bK1LPzExCL8lFz","caus8.RKB","1","Rationality","Knowledge","Abnormal",8,"RKB"
"R_2bK1LPzExCL8lFz","caus9.RIG","5","Rationality","Ignorance","Normal",9,"RIG"
"R_2bK1LPzExCL8lFz","caus10.MIB","3","Morality","Ignorance","Abnormal",10,"MIB"
"R_2bK1LPzExCL8lFz","caus11.MKB","4","Morality","Knowledge","Abnormal",11,"MKB"
"R_2bK1LPzExCL8lFz","caus12.RKB","4","Rationality","Knowledge","Abnormal",12,"RKB"
"R_2bK1LPzExCL8lFz","caus13.RIB","5","Rationality","Ignorance","Abnormal",13,"RIB"
"R_2bK1LPzExCL8lFz","caus14.RKG","4","Rationality","Knowledge","Normal",14,"RKG"
"R_2bK1LPzExCL8lFz","caus15.RIG","6","Rationality","Ignorance","Normal",15,"RIG"
"R_2bK1LPzExCL8lFz","caus16.MIG","1","Morality","Ignorance","Normal",16,"MIG"
"R_2R8hkz3JSrNKkdp","caus1.MIG","6","Morality","Ignorance","Normal",1,"MIG"
"R_2R8hkz3JSrNKkdp","caus2.RIB","2","Rationality","Ignorance","Abnormal",2,"RIB"
"R_2R8hkz3JSrNKkdp","caus3.RKG","6","Rationality","Knowledge","Normal",3,"RKG"
"R_2R8hkz3JSrNKkdp","caus4.MIB","2","Morality","Ignorance","Abnormal",4,"MIB"
"R_2R8hkz3JSrNKkdp","caus5.RIB","4","Rationality","Ignorance","Abnormal",5,"RIB"
"R_2R8hkz3JSrNKkdp","caus6.RKG","4","Rationality","Knowledge","Normal",6,"RKG"
"R_2R8hkz3JSrNKkdp","caus7.RIG","2","Rationality","Ignorance","Normal",7,"RIG"
"R_2R8hkz3JSrNKkdp","caus8.RKG","4","Rationality","Knowledge","Normal",8,"RKG"
"R_2R8hkz3JSrNKkdp","caus9.MIG","6","Morality","Ignorance","Normal",9,"MIG"
"R_2R8hkz3JSrNKkdp","caus10.RKB","7","Rationality","Knowledge","Abnormal",10,"RKB"
"R_2R8hkz3JSrNKkdp","caus11.RIG","6","Rationality","Ignorance","Normal",11,"RIG"
"R_2R8hkz3JSrNKkdp","caus12.RKG","2","Rationality","Knowledge","Normal",12,"RKG"
"R_2R8hkz3JSrNKkdp","caus13.MIG","4","Morality","Ignorance","Normal",13,"MIG"
"R_2R8hkz3JSrNKkdp","caus14.MIG","4","Morality","Ignorance","Normal",14,"MIG"
"R_2R8hkz3JSrNKkdp","caus15.MIB","3","Morality","Ignorance","Abnormal",15,"MIB"
"R_2R8hkz3JSrNKkdp","caus16.RKG","4","Rationality","Knowledge","Normal",16,"RKG"
"R_1hYb71KLb5Gred1","caus1.RKB","7","Rationality","Knowledge","Abnormal",1,"RKB"
"R_1hYb71KLb5Gred1","caus2.RKB","4","Rationality","Knowledge","Abnormal",2,"RKB"
"R_1hYb71KLb5Gred1","caus3.RIB","5","Rationality","Ignorance","Abnormal",3,"RIB"
"R_1hYb71KLb5Gred1","caus4.RIB","1","Rationality","Ignorance","Abnormal",4,"RIB"
"R_1hYb71KLb5Gred1","caus5.RKG","4","Rationality","Knowledge","Normal",5,"RKG"
"R_1hYb71KLb5Gred1","caus6.MKB","7","Morality","Knowledge","Abnormal",6,"MKB"
"R_1hYb71KLb5Gred1","caus7.MIG.1","7","Morality","Ignorance","Normal",7,"MIG"
"R_1hYb71KLb5Gred1","caus8.RIG","7","Rationality","Ignorance","Normal",8,"RIG"
"R_1hYb71KLb5Gred1","caus9.RKG","7","Rationality","Knowledge","Normal",9,"RKG"
"R_1hYb71KLb5Gred1","caus10.MIG","7","Morality","Ignorance","Normal",10,"MIG"
"R_1hYb71KLb5Gred1","caus11.RIG","7","Rationality","Ignorance","Normal",11,"RIG"
"R_1hYb71KLb5Gred1","caus12.RKG","7","Rationality","Knowledge","Normal",12,"RKG"
"R_1hYb71KLb5Gred1","caus13.RIB","7","Rationality","Ignorance","Abnormal",13,"RIB"
"R_1hYb71KLb5Gred1","caus14.MKB","7","Morality","Knowledge","Abnormal",14,"MKB"
"R_1hYb71KLb5Gred1","caus15.MKB","7","Morality","Knowledge","Abnormal",15,"MKB"
"R_1hYb71KLb5Gred1","caus16.RKG","7","Rationality","Knowledge","Normal",16,"RKG"
"R_33a2eX3whQVHtDa","caus1.MIG","4","Morality","Ignorance","Normal",1,"MIG"
"R_33a2eX3whQVHtDa","caus2.MKB","3","Morality","Knowledge","Abnormal",2,"MKB"
"R_33a2eX3whQVHtDa","caus3.RIB","5","Rationality","Ignorance","Abnormal",3,"RIB"
"R_33a2eX3whQVHtDa","caus4.MIB","2","Morality","Ignorance","Abnormal",4,"MIB"
"R_33a2eX3whQVHtDa","caus5.RIG","5","Rationality","Ignorance","Normal",5,"RIG"
"R_33a2eX3whQVHtDa","caus6.RKB","6","Rationality","Knowledge","Abnormal",6,"RKB"
"R_33a2eX3whQVHtDa","caus7.RKG","6","Rationality","Knowledge","Normal",7,"RKG"
"R_33a2eX3whQVHtDa","caus8.RIB","3","Rationality","Ignorance","Abnormal",8,"RIB"
"R_33a2eX3whQVHtDa","caus9.RIB","3","Rationality","Ignorance","Abnormal",9,"RIB"
"R_33a2eX3whQVHtDa","caus10.RIB","4","Rationality","Ignorance","Abnormal",10,"RIB"
"R_33a2eX3whQVHtDa","caus11.MIB","3","Morality","Ignorance","Abnormal",11,"MIB"
"R_33a2eX3whQVHtDa","caus12.RKG","4","Rationality","Knowledge","Normal",12,"RKG"
"R_33a2eX3whQVHtDa","caus13.MKG","6","Morality","Knowledge","Normal",13,"MKG"
"R_33a2eX3whQVHtDa","caus14.RKG","3","Rationality","Knowledge","Normal",14,"RKG"
"R_33a2eX3whQVHtDa","caus15.MIG","4","Morality","Ignorance","Normal",15,"MIG"
"R_33a2eX3whQVHtDa","caus16.RKB","5","Rationality","Knowledge","Abnormal",16,"RKB"
"R_5jN300vGGyDgxHP","caus1.RKG","3","Rationality","Knowledge","Normal",1,"RKG"
"R_5jN300vGGyDgxHP","caus2.RIG","2","Rationality","Ignorance","Normal",2,"RIG"
"R_5jN300vGGyDgxHP","caus3.MKB","2","Morality","Knowledge","Abnormal",3,"MKB"
"R_5jN300vGGyDgxHP","caus4.RKG","2","Rationality","Knowledge","Normal",4,"RKG"
"R_5jN300vGGyDgxHP","caus5.MIB","2","Morality","Ignorance","Abnormal",5,"MIB"
"R_5jN300vGGyDgxHP","caus6.MKB","3","Morality","Knowledge","Abnormal",6,"MKB"
"R_5jN300vGGyDgxHP","caus7.RKB","5","Rationality","Knowledge","Abnormal",7,"RKB"
"R_5jN300vGGyDgxHP","caus8.RIB","1","Rationality","Ignorance","Abnormal",8,"RIB"
"R_5jN300vGGyDgxHP","caus9.RKB","4","Rationality","Knowledge","Abnormal",9,"RKB"
"R_5jN300vGGyDgxHP","caus10.RIG","1","Rationality","Ignorance","Normal",10,"RIG"
"R_5jN300vGGyDgxHP","caus11.MKG","3","Morality","Knowledge","Normal",11,"MKG"
"R_5jN300vGGyDgxHP","caus12.MIB","2","Morality","Ignorance","Abnormal",12,"MIB"
