"ResponseId","condCod","CF responses","question","norm","knowledge","ocOri","scenario","condition","outcome"
"R_1eFR8vCjQSfiWkR","modal09.RIG",5,"Modal","Rationality","Ignorance","Good",9,"RIG","Normal"
"R_1eFR8vCjQSfiWkR","cfcon09.RIG",4,"Counterfactual","Rationality","Ignorance","Good",9,"RIG","Normal"
"R_1eFR8vCjQSfiWkR","modal10.MIB",5,"Modal","Morality","Ignorance","Bad",10,"MIB","Abnormal"
"R_1eFR8vCjQSfiWkR","cfcon10.MIB",4,"Counterfactual","Morality","Ignorance","Bad",10,"MIB","Abnormal"
"R_1eFR8vCjQSfiWkR","modal11.MKG",7,"Modal","Morality","Knowledge","Good",11,"MKG","Normal"
"R_1eFR8vCjQSfiWkR","cfcon11.MKG",3,"Counterfactual","Morality","Knowledge","Good",11,"MKG","Normal"
"R_1eFR8vCjQSfiWkR","modal12.RIG",6,"Modal","Rationality","Ignorance","Good",12,"RIG","Normal"
"R_1eFR8vCjQSfiWkR","cfcon12.RIG",4,"Counterfactual","Rationality","Ignorance","Good",12,"RIG","Normal"
"R_1eFR8vCjQSfiWkR","modal13.MKG",7,"Modal","Morality","Knowledge","Good",13,"MKG","Normal"
"R_1eFR8vCjQSfiWkR","cfcon13.MKG",5,"Counterfactual","Morality","Knowledge","Good",13,"MKG","Normal"
"R_1eFR8vCjQSfiWkR","modal14.RKG",5,"Modal","Rationality","Knowledge","Good",14,"RKG","Normal"
"R_1eFR8vCjQSfiWkR","cfcon14.RKG",5,"Counterfactual","Rationality","Knowledge","Good",14,"RKG","Normal"
"R_1eFR8vCjQSfiWkR","cfcon15.RIB",3,"Counterfactual","Rationality","Ignorance","Bad",15,"RIB","Abnormal"
"R_1eFR8vCjQSfiWkR","modal16.RIG",7,"Modal","Rationality","Ignorance","Good",16,"RIG","Normal"
"R_1eFR8vCjQSfiWkR","cfcon16.RIG",5,"Counterfactual","Rationality","Ignorance","Good",16,"RIG","Normal"
"R_2dmqWK2SOVEa2zA","modal01.MKG",7,"Modal","Morality","Knowledge","Good",1,"MKG","Normal"
"R_2dmqWK2SOVEa2zA","cfcon01.MKG",7,"Counterfactual","Morality","Knowledge","Good",1,"MKG","Normal"
"R_2dmqWK2SOVEa2zA","modal02.RIG",7,"Modal","Rationality","Ignorance","Good",2,"RIG","Normal"
"R_2dmqWK2SOVEa2zA","cfcon02.RIG",4,"Counterfactual","Rationality","Ignorance","Good",2,"RIG","Normal"
"R_2dmqWK2SOVEa2zA","modal03.MKG",7,"Modal","Morality","Knowledge","Good",3,"MKG","Normal"
"R_2dmqWK2SOVEa2zA","cfcon03.MKG",7,"Counterfactual","Morality","Knowledge","Good",3,"MKG","Normal"
"R_2dmqWK2SOVEa2zA","modal04.MKB",7,"Modal","Morality","Knowledge","Bad",4,"MKB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon04.MKB",4,"Counterfactual","Morality","Knowledge","Bad",4,"MKB","Abnormal"
"R_2dmqWK2SOVEa2zA","modal05.MIB",7,"Modal","Morality","Ignorance","Bad",5,"MIB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon05.MIB",7,"Counterfactual","Morality","Ignorance","Bad",5,"MIB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon06.RIG",6,"Counterfactual","Rationality","Ignorance","Good",6,"RIG","Normal"
"R_2dmqWK2SOVEa2zA","modal07.MIG",7,"Modal","Morality","Ignorance","Good",7,"MIG","Normal"
"R_2dmqWK2SOVEa2zA","cfcon07.MIG",7,"Counterfactual","Morality","Ignorance","Good",7,"MIG","Normal"
"R_2dmqWK2SOVEa2zA","modal08.MKG",7,"Modal","Morality","Knowledge","Good",8,"MKG","Normal"
"R_2dmqWK2SOVEa2zA","cfcon08.MKG",4,"Counterfactual","Morality","Knowledge","Good",8,"MKG","Normal"
"R_2dmqWK2SOVEa2zA","modal09.MKG",7,"Modal","Morality","Knowledge","Good",9,"MKG","Normal"
"R_2dmqWK2SOVEa2zA","cfcon09.MKG",7,"Counterfactual","Morality","Knowledge","Good",9,"MKG","Normal"
"R_2dmqWK2SOVEa2zA","modal10.MKB",7,"Modal","Morality","Knowledge","Bad",10,"MKB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon10.MKB",7,"Counterfactual","Morality","Knowledge","Bad",10,"MKB","Abnormal"
"R_2dmqWK2SOVEa2zA","modal11.RKB",7,"Modal","Rationality","Knowledge","Bad",11,"RKB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon11.RKB",4,"Counterfactual","Rationality","Knowledge","Bad",11,"RKB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon12.MIG",7,"Counterfactual","Morality","Ignorance","Good",12,"MIG","Normal"
"R_2dmqWK2SOVEa2zA","modal13.MIB",7,"Modal","Morality","Ignorance","Bad",13,"MIB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon13.MIB",4,"Counterfactual","Morality","Ignorance","Bad",13,"MIB","Abnormal"
"R_2dmqWK2SOVEa2zA","modal14.MIB",7,"Modal","Morality","Ignorance","Bad",14,"MIB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon14.MIB",4,"Counterfactual","Morality","Ignorance","Bad",14,"MIB","Abnormal"
"R_2dmqWK2SOVEa2zA","modal15.RIG",7,"Modal","Rationality","Ignorance","Good",15,"RIG","Normal"
"R_2dmqWK2SOVEa2zA","cfcon15.RIG",4,"Counterfactual","Rationality","Ignorance","Good",15,"RIG","Normal"
"R_2dmqWK2SOVEa2zA","modal16.RIB",7,"Modal","Rationality","Ignorance","Bad",16,"RIB","Abnormal"
"R_2dmqWK2SOVEa2zA","cfcon16.RIB",4,"Counterfactual","Rationality","Ignorance","Bad",16,"RIB","Abnormal"
"R_1GNPUifrgPBMutY","modal01.RKB",7,"Modal","Rationality","Knowledge","Bad",1,"RKB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon01.RKB",7,"Counterfactual","Rationality","Knowledge","Bad",1,"RKB","Abnormal"
"R_1GNPUifrgPBMutY","modal02.MKG",7,"Modal","Morality","Knowledge","Good",2,"MKG","Normal"
"R_1GNPUifrgPBMutY","cfcon02.MKG",7,"Counterfactual","Morality","Knowledge","Good",2,"MKG","Normal"
"R_1GNPUifrgPBMutY","modal03.RIB",7,"Modal","Rationality","Ignorance","Bad",3,"RIB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon03.RIB",7,"Counterfactual","Rationality","Ignorance","Bad",3,"RIB","Abnormal"
"R_1GNPUifrgPBMutY","modal04.RKG",7,"Modal","Rationality","Knowledge","Good",4,"RKG","Normal"
"R_1GNPUifrgPBMutY","cfcon04.RKG",7,"Counterfactual","Rationality","Knowledge","Good",4,"RKG","Normal"
"R_1GNPUifrgPBMutY","modal05.RIB",7,"Modal","Rationality","Ignorance","Bad",5,"RIB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon05.RIB",7,"Counterfactual","Rationality","Ignorance","Bad",5,"RIB","Abnormal"
"R_1GNPUifrgPBMutY","modal06.MKB",7,"Modal","Morality","Knowledge","Bad",6,"MKB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon06.MKB",7,"Counterfactual","Morality","Knowledge","Bad",6,"MKB","Abnormal"
"R_1GNPUifrgPBMutY","modal07.RKB",7,"Modal","Rationality","Knowledge","Bad",7,"RKB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon07.RKB",7,"Counterfactual","Rationality","Knowledge","Bad",7,"RKB","Abnormal"
"R_1GNPUifrgPBMutY","modal08.MKG",7,"Modal","Morality","Knowledge","Good",8,"MKG","Normal"
"R_1GNPUifrgPBMutY","cfcon08.MKG",7,"Counterfactual","Morality","Knowledge","Good",8,"MKG","Normal"
"R_1GNPUifrgPBMutY","modal09.RKB",7,"Modal","Rationality","Knowledge","Bad",9,"RKB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon09.RKB",7,"Counterfactual","Rationality","Knowledge","Bad",9,"RKB","Abnormal"
"R_1GNPUifrgPBMutY","modal10.MKG",7,"Modal","Morality","Knowledge","Good",10,"MKG","Normal"
"R_1GNPUifrgPBMutY","cfcon10.MKG",7,"Counterfactual","Morality","Knowledge","Good",10,"MKG","Normal"
"R_1GNPUifrgPBMutY","modal11.MKB",7,"Modal","Morality","Knowledge","Bad",11,"MKB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon11.MKB",7,"Counterfactual","Morality","Knowledge","Bad",11,"MKB","Abnormal"
"R_1GNPUifrgPBMutY","modal12.RKG",7,"Modal","Rationality","Knowledge","Good",12,"RKG","Normal"
"R_1GNPUifrgPBMutY","cfcon12.RKG",7,"Counterfactual","Rationality","Knowledge","Good",12,"RKG","Normal"
"R_1GNPUifrgPBMutY","modal13.RKG",7,"Modal","Rationality","Knowledge","Good",13,"RKG","Normal"
"R_1GNPUifrgPBMutY","cfcon13.RKG",7,"Counterfactual","Rationality","Knowledge","Good",13,"RKG","Normal"
"R_1GNPUifrgPBMutY","modal14.RKG",7,"Modal","Rationality","Knowledge","Good",14,"RKG","Normal"
"R_1GNPUifrgPBMutY","cfcon14.RKG",7,"Counterfactual","Rationality","Knowledge","Good",14,"RKG","Normal"
"R_1GNPUifrgPBMutY","modal15.MKB",7,"Modal","Morality","Knowledge","Bad",15,"MKB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon15.MKB",7,"Counterfactual","Morality","Knowledge","Bad",15,"MKB","Abnormal"
"R_1GNPUifrgPBMutY","modal16.RKB",7,"Modal","Rationality","Knowledge","Bad",16,"RKB","Abnormal"
"R_1GNPUifrgPBMutY","cfcon16.RKB",7,"Counterfactual","Rationality","Knowledge","Bad",16,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","modal01.MIG",2,"Modal","Morality","Ignorance","Good",1,"MIG","Normal"
"R_3MJRtGtKeUrs8NH","cfcon01.MIG",7,"Counterfactual","Morality","Ignorance","Good",1,"MIG","Normal"
"R_3MJRtGtKeUrs8NH","modal02.MKB",7,"Modal","Morality","Knowledge","Bad",2,"MKB","Abnormal"
"R_3MJRtGtKeUrs8NH","cfcon02.MKB",7,"Counterfactual","Morality","Knowledge","Bad",2,"MKB","Abnormal"
"R_3MJRtGtKeUrs8NH","modal03.RKG",7,"Modal","Rationality","Knowledge","Good",3,"RKG","Normal"
"R_3MJRtGtKeUrs8NH","cfcon03.RKG",2,"Counterfactual","Rationality","Knowledge","Good",3,"RKG","Normal"
"R_3MJRtGtKeUrs8NH","modal04.RIG",7,"Modal","Rationality","Ignorance","Good",4,"RIG","Normal"
"R_3MJRtGtKeUrs8NH","cfcon04.RIG",6,"Counterfactual","Rationality","Ignorance","Good",4,"RIG","Normal"
"R_3MJRtGtKeUrs8NH","modal05.RKB",6,"Modal","Rationality","Knowledge","Bad",5,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","cfcon05.RKB",7,"Counterfactual","Rationality","Knowledge","Bad",5,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","modal06.RKB",7,"Modal","Rationality","Knowledge","Bad",6,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","cfcon06.RKB",5,"Counterfactual","Rationality","Knowledge","Bad",6,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","modal07.RKB",7,"Modal","Rationality","Knowledge","Bad",7,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","cfcon07.RKB",7,"Counterfactual","Rationality","Knowledge","Bad",7,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","modal08.RKB",7,"Modal","Rationality","Knowledge","Bad",8,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","cfcon08.RKB",4,"Counterfactual","Rationality","Knowledge","Bad",8,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","modal09.MKB",7,"Modal","Morality","Knowledge","Bad",9,"MKB","Abnormal"
"R_3MJRtGtKeUrs8NH","cfcon09.MKB",7,"Counterfactual","Morality","Knowledge","Bad",9,"MKB","Abnormal"
"R_3MJRtGtKeUrs8NH","modal10.MIG",6,"Modal","Morality","Ignorance","Good",10,"MIG","Normal"
"R_3MJRtGtKeUrs8NH","cfcon10.MIG",7,"Counterfactual","Morality","Ignorance","Good",10,"MIG","Normal"
"R_3MJRtGtKeUrs8NH","modal11.RKG",7,"Modal","Rationality","Knowledge","Good",11,"RKG","Normal"
"R_3MJRtGtKeUrs8NH","cfcon11.RKG",7,"Counterfactual","Rationality","Knowledge","Good",11,"RKG","Normal"
"R_3MJRtGtKeUrs8NH","modal12.MKG",7,"Modal","Morality","Knowledge","Good",12,"MKG","Normal"
"R_3MJRtGtKeUrs8NH","cfcon12.MKG",1,"Counterfactual","Morality","Knowledge","Good",12,"MKG","Normal"
"R_3MJRtGtKeUrs8NH","modal13.MIB",4,"Modal","Morality","Ignorance","Bad",13,"MIB","Abnormal"
"R_3MJRtGtKeUrs8NH","cfcon13.MIB",7,"Counterfactual","Morality","Ignorance","Bad",13,"MIB","Abnormal"
"R_3MJRtGtKeUrs8NH","modal14.RIG",7,"Modal","Rationality","Ignorance","Good",14,"RIG","Normal"
"R_3MJRtGtKeUrs8NH","cfcon14.RIG",4,"Counterfactual","Rationality","Ignorance","Good",14,"RIG","Normal"
"R_3MJRtGtKeUrs8NH","cfcon15.MIG",4,"Counterfactual","Morality","Ignorance","Good",15,"MIG","Normal"
"R_3MJRtGtKeUrs8NH","modal16.RKB",7,"Modal","Rationality","Knowledge","Bad",16,"RKB","Abnormal"
"R_3MJRtGtKeUrs8NH","cfcon16.RKB",1,"Counterfactual","Rationality","Knowledge","Bad",16,"RKB","Abnormal"
"R_2alavD66UIuSWb5","modal01.MKG",3,"Modal","Morality","Knowledge","Good",1,"MKG","Normal"
"R_2alavD66UIuSWb5","cfcon01.MKG",5,"Counterfactual","Morality","Knowledge","Good",1,"MKG","Normal"
"R_2alavD66UIuSWb5","modal02.MKG",3,"Modal","Morality","Knowledge","Good",2,"MKG","Normal"
"R_2alavD66UIuSWb5","cfcon02.MKG",5,"Counterfactual","Morality","Knowledge","Good",2,"MKG","Normal"
"R_2alavD66UIuSWb5","modal03.MIB",5,"Modal","Morality","Ignorance","Bad",3,"MIB","Abnormal"
"R_2alavD66UIuSWb5","cfcon03.MIB",5,"Counterfactual","Morality","Ignorance","Bad",3,"MIB","Abnormal"
"R_2alavD66UIuSWb5","modal04.MIG",4,"Modal","Morality","Ignorance","Good",4,"MIG","Normal"
"R_2alavD66UIuSWb5","cfcon04.MIG",5,"Counterfactual","Morality","Ignorance","Good",4,"MIG","Normal"
"R_2alavD66UIuSWb5","modal05.MKG",4,"Modal","Morality","Knowledge","Good",5,"MKG","Normal"
"R_2alavD66UIuSWb5","cfcon05.MKG",3,"Counterfactual","Morality","Knowledge","Good",5,"MKG","Normal"
"R_2alavD66UIuSWb5","modal06.RKB",5,"Modal","Rationality","Knowledge","Bad",6,"RKB","Abnormal"
"R_2alavD66UIuSWb5","cfcon06.RKB",5,"Counterfactual","Rationality","Knowledge","Bad",6,"RKB","Abnormal"
"R_2alavD66UIuSWb5","modal07.MIG",5,"Modal","Morality","Ignorance","Good",7,"MIG","Normal"
"R_2alavD66UIuSWb5","cfcon07.MIG",5,"Counterfactual","Morality","Ignorance","Good",7,"MIG","Normal"
"R_2alavD66UIuSWb5","modal08.MKB",5,"Modal","Morality","Knowledge","Bad",8,"MKB","Abnormal"
"R_2alavD66UIuSWb5","cfcon08.MKB",5,"Counterfactual","Morality","Knowledge","Bad",8,"MKB","Abnormal"
"R_2alavD66UIuSWb5","modal09.RIB",3,"Modal","Rationality","Ignorance","Bad",9,"RIB","Abnormal"
"R_2alavD66UIuSWb5","cfcon09.RIB",5,"Counterfactual","Rationality","Ignorance","Bad",9,"RIB","Abnormal"
"R_2alavD66UIuSWb5","modal10.RKB",6,"Modal","Rationality","Knowledge","Bad",10,"RKB","Abnormal"
"R_2alavD66UIuSWb5","cfcon10.RKB",6,"Counterfactual","Rationality","Knowledge","Bad",10,"RKB","Abnormal"
"R_2alavD66UIuSWb5","modal11.RIG",5,"Modal","Rationality","Ignorance","Good",11,"RIG","Normal"
"R_2alavD66UIuSWb5","cfcon11.RIG",5,"Counterfactual","Rationality","Ignorance","Good",11,"RIG","Normal"
"R_2alavD66UIuSWb5","modal12.RIG",3,"Modal","Rationality","Ignorance","Good",12,"RIG","Normal"
"R_2alavD66UIuSWb5","cfcon12.RIG",5,"Counterfactual","Rationality","Ignorance","Good",12,"RIG","Normal"
"R_2alavD66UIuSWb5","modal13.RKB",5,"Modal","Rationality","Knowledge","Bad",13,"RKB","Abnormal"
"R_2alavD66UIuSWb5","cfcon13.RKB",5,"Counterfactual","Rationality","Knowledge","Bad",13,"RKB","Abnormal"
"R_2alavD66UIuSWb5","modal14.RIG",5,"Modal","Rationality","Ignorance","Good",14,"RIG","Normal"
"R_2alavD66UIuSWb5","cfcon14.RIG",3,"Counterfactual","Rationality","Ignorance","Good",14,"RIG","Normal"
"R_2alavD66UIuSWb5","modal15.MIG",5,"Modal","Morality","Ignorance","Good",15,"MIG","Normal"
"R_2alavD66UIuSWb5","cfcon15.MIG",5,"Counterfactual","Morality","Ignorance","Good",15,"MIG","Normal"
"R_2alavD66UIuSWb5","modal16.RIG",5,"Modal","Rationality","Ignorance","Good",16,"RIG","Normal"
"R_2alavD66UIuSWb5","cfcon16.RIG",5,"Counterfactual","Rationality","Ignorance","Good",16,"RIG","Normal"
"R_2fI36SyrV14lYrh","modal01.MKB",7,"Modal","Morality","Knowledge","Bad",1,"MKB","Abnormal"
"R_2fI36SyrV14lYrh","cfcon01.MKB",7,"Counterfactual","Morality","Knowledge","Bad",1,"MKB","Abnormal"
"R_2fI36SyrV14lYrh","modal02.MKG",7,"Modal","Morality","Knowledge","Good",2,"MKG","Normal"
"R_2fI36SyrV14lYrh","cfcon02.MKG",5,"Counterfactual","Morality","Knowledge","Good",2,"MKG","Normal"
"R_2fI36SyrV14lYrh","modal03.RKG",6,"Modal","Rationality","Knowledge","Good",3,"RKG","Normal"
"R_2fI36SyrV14lYrh","cfcon03.RKG",7,"Counterfactual","Rationality","Knowledge","Good",3,"RKG","Normal"
"R_2fI36SyrV14lYrh","modal04.MKB",7,"Modal","Morality","Knowledge","Bad",4,"MKB","Abnormal"
"R_2fI36SyrV14lYrh","cfcon04.MKB",6,"Counterfactual","Morality","Knowledge","Bad",4,"MKB","Abnormal"
"R_2fI36SyrV14lYrh","modal05.RIG",6,"Modal","Rationality","Ignorance","Good",5,"RIG","Normal"
"R_2fI36SyrV14lYrh","cfcon05.RIG",6,"Counterfactual","Rationality","Ignorance","Good",5,"RIG","Normal"
"R_2fI36SyrV14lYrh","modal06.MIB",7,"Modal","Morality","Ignorance","Bad",6,"MIB","Abnormal"
"R_2fI36SyrV14lYrh","cfcon06.MIB",4,"Counterfactual","Morality","Ignorance","Bad",6,"MIB","Abnormal"
"R_2fI36SyrV14lYrh","modal07.RIB",7,"Modal","Rationality","Ignorance","Bad",7,"RIB","Abnormal"
"R_2fI36SyrV14lYrh","cfcon07.RIB",7,"Counterfactual","Rationality","Ignorance","Bad",7,"RIB","Abnormal"
"R_2fI36SyrV14lYrh","modal08.MIG",4,"Modal","Morality","Ignorance","Good",8,"MIG","Normal"
"R_2fI36SyrV14lYrh","cfcon08.MIG",5,"Counterfactual","Morality","Ignorance","Good",8,"MIG","Normal"
"R_2fI36SyrV14lYrh","modal09.MKG",6,"Modal","Morality","Knowledge","Good",9,"MKG","Normal"
"R_2fI36SyrV14lYrh","cfcon09.MKG",5,"Counterfactual","Morality","Knowledge","Good",9,"MKG","Normal"
"R_2fI36SyrV14lYrh","modal10.RIG",7,"Modal","Rationality","Ignorance","Good",10,"RIG","Normal"
"R_2fI36SyrV14lYrh","cfcon10.RIG",5,"Counterfactual","Rationality","Ignorance","Good",10,"RIG","Normal"
"R_2fI36SyrV14lYrh","modal11.MIG",6,"Modal","Morality","Ignorance","Good",11,"MIG","Normal"
"R_2fI36SyrV14lYrh","cfcon11.MIG",5,"Counterfactual","Morality","Ignorance","Good",11,"MIG","Normal"
"R_2fI36SyrV14lYrh","modal12.RIG",7,"Modal","Rationality","Ignorance","Good",12,"RIG","Normal"
"R_2fI36SyrV14lYrh","cfcon12.RIG",7,"Counterfactual","Rationality","Ignorance","Good",12,"RIG","Normal"
"R_2fI36SyrV14lYrh","modal13.RIB",7,"Modal","Rationality","Ignorance","Bad",13,"RIB","Abnormal"
"R_2fI36SyrV14lYrh","cfcon13.RIB",7,"Counterfactual","Rationality","Ignorance","Bad",13,"RIB","Abnormal"
"R_2fI36SyrV14lYrh","modal14.RIG.1",7,"Modal","Rationality","Ignorance","Good",14,"RIG","Normal"
"R_2fI36SyrV14lYrh","cfcon14.RIG.1",5,"Counterfactual","Rationality","Ignorance","Good",14,"RIG","Normal"
"R_2fI36SyrV14lYrh","modal15.MIG",6,"Modal","Morality","Ignorance","Good",15,"MIG","Normal"
"R_2fI36SyrV14lYrh","cfcon15.MIG",4,"Counterfactual","Morality","Ignorance","Good",15,"MIG","Normal"
"R_2fI36SyrV14lYrh","modal16.MKB",7,"Modal","Morality","Knowledge","Bad",16,"MKB","Abnormal"
"R_2fI36SyrV14lYrh","cfcon16.MKB",6,"Counterfactual","Morality","Knowledge","Bad",16,"MKB","Abnormal"
"R_1hA0IsvBHxVRavp","modal01.RIG",7,"Modal","Rationality","Ignorance","Good",1,"RIG","Normal"
"R_1hA0IsvBHxVRavp","cfcon01.RIG",7,"Counterfactual","Rationality","Ignorance","Good",1,"RIG","Normal"
"R_1hA0IsvBHxVRavp","modal02.RIG",7,"Modal","Rationality","Ignorance","Good",2,"RIG","Normal"
"R_1hA0IsvBHxVRavp","cfcon02.RIG",4,"Counterfactual","Rationality","Ignorance","Good",2,"RIG","Normal"
"R_1hA0IsvBHxVRavp","modal03.RIG",7,"Modal","Rationality","Ignorance","Good",3,"RIG","Normal"
"R_1hA0IsvBHxVRavp","cfcon03.RIG",6,"Counterfactual","Rationality","Ignorance","Good",3,"RIG","Normal"
"R_1hA0IsvBHxVRavp","modal04.MKB",7,"Modal","Morality","Knowledge","Bad",4,"MKB","Abnormal"
"R_1hA0IsvBHxVRavp","cfcon04.MKB",7,"Counterfactual","Morality","Knowledge","Bad",4,"MKB","Abnormal"
"R_1hA0IsvBHxVRavp","modal05.MIG",7,"Modal","Morality","Ignorance","Good",5,"MIG","Normal"
"R_1hA0IsvBHxVRavp","cfcon05.MIG",6,"Counterfactual","Morality","Ignorance","Good",5,"MIG","Normal"
"R_1hA0IsvBHxVRavp","modal06.RIB",7,"Modal","Rationality","Ignorance","Bad",6,"RIB","Abnormal"
"R_1hA0IsvBHxVRavp","cfcon06.RIB",6,"Counterfactual","Rationality","Ignorance","Bad",6,"RIB","Abnormal"
"R_1hA0IsvBHxVRavp","modal07.RKG",7,"Modal","Rationality","Knowledge","Good",7,"RKG","Normal"
"R_1hA0IsvBHxVRavp","cfcon07.RKG",5,"Counterfactual","Rationality","Knowledge","Good",7,"RKG","Normal"
"R_1hA0IsvBHxVRavp","modal08.RIG",7,"Modal","Rationality","Ignorance","Good",8,"RIG","Normal"
"R_1hA0IsvBHxVRavp","cfcon08.RIG",7,"Counterfactual","Rationality","Ignorance","Good",8,"RIG","Normal"
"R_1hA0IsvBHxVRavp","modal09.MIB",7,"Modal","Morality","Ignorance","Bad",9,"MIB","Abnormal"
"R_1hA0IsvBHxVRavp","cfcon09.MIB",7,"Counterfactual","Morality","Ignorance","Bad",9,"MIB","Abnormal"
"R_1hA0IsvBHxVRavp","modal10.MKB",7,"Modal","Morality","Knowledge","Bad",10,"MKB","Abnormal"
"R_1hA0IsvBHxVRavp","cfcon10.MKB",7,"Counterfactual","Morality","Knowledge","Bad",10,"MKB","Abnormal"
"R_1hA0IsvBHxVRavp","modal11.MKG",7,"Modal","Morality","Knowledge","Good",11,"MKG","Normal"
"R_1hA0IsvBHxVRavp","cfcon11.MKG",7,"Counterfactual","Morality","Knowledge","Good",11,"MKG","Normal"
"R_1hA0IsvBHxVRavp","modal12.MIB",7,"Modal","Morality","Ignorance","Bad",12,"MIB","Abnormal"
"R_1hA0IsvBHxVRavp","cfcon12.MIB",7,"Counterfactual","Morality","Ignorance","Bad",12,"MIB","Abnormal"
"R_1hA0IsvBHxVRavp","modal13.RKG",7,"Modal","Rationality","Knowledge","Good",13,"RKG","Normal"
"R_1hA0IsvBHxVRavp","cfcon13.RKG",7,"Counterfactual","Rationality","Knowledge","Good",13,"RKG","Normal"
"R_1hA0IsvBHxVRavp","modal14.RKG",7,"Modal","Rationality","Knowledge","Good",14,"RKG","Normal"
"R_1hA0IsvBHxVRavp","cfcon14.RKG",4,"Counterfactual","Rationality","Knowledge","Good",14,"RKG","Normal"
"R_1hA0IsvBHxVRavp","modal15.RIG",7,"Modal","Rationality","Ignorance","Good",15,"RIG","Normal"
"R_1hA0IsvBHxVRavp","cfcon15.RIG",4,"Counterfactual","Rationality","Ignorance","Good",15,"RIG","Normal"
"R_1hA0IsvBHxVRavp","modal16.RIB",7,"Modal","Rationality","Ignorance","Bad",16,"RIB","Abnormal"
"R_1hA0IsvBHxVRavp","cfcon16.RIB",7,"Counterfactual","Rationality","Ignorance","Bad",16,"RIB","Abnormal"
"R_1QF7CJB3xYH1Icq","modal01.MKG",7,"Modal","Morality","Knowledge","Good",1,"MKG","Normal"
"R_1QF7CJB3xYH1Icq","cfcon01.MKG",5,"Counterfactual","Morality","Knowledge","Good",1,"MKG","Normal"
"R_1QF7CJB3xYH1Icq","modal02.RIB",7,"Modal","Rationality","Ignorance","Bad",2,"RIB","Abnormal"
"R_1QF7CJB3xYH1Icq","cfcon02.RIB",1,"Counterfactual","Rationality","Ignorance","Bad",2,"RIB","Abnormal"
"R_1QF7CJB3xYH1Icq","modal03.MKB",7,"Modal","Morality","Knowledge","Bad",3,"MKB","Abnormal"
"R_1QF7CJB3xYH1Icq","cfcon03.MKB",6,"Counterfactual","Morality","Knowledge","Bad",3,"MKB","Abnormal"
"R_1QF7CJB3xYH1Icq","modal04.RKG",7,"Modal","Rationality","Knowledge","Good",4,"RKG","Normal"
"R_1QF7CJB3xYH1Icq","cfcon04.RKG",6,"Counterfactual","Rationality","Knowledge","Good",4,"RKG","Normal"
"R_1QF7CJB3xYH1Icq","modal05.MKB",7,"Modal","Morality","Knowledge","Bad",5,"MKB","Abnormal"
"R_1QF7CJB3xYH1Icq","cfcon05.MKB",6,"Counterfactual","Morality","Knowledge","Bad",5,"MKB","Abnormal"
"R_1QF7CJB3xYH1Icq","modal06.RKG",2,"Modal","Rationality","Knowledge","Good",6,"RKG","Normal"
"R_1QF7CJB3xYH1Icq","cfcon06.RKG",5,"Counterfactual","Rationality","Knowledge","Good",6,"RKG","Normal"
"R_1QF7CJB3xYH1Icq","modal07.RKB",7,"Modal","Rationality","Knowledge","Bad",7,"RKB","Abnormal"
"R_1QF7CJB3xYH1Icq","cfcon07.RKB",6,"Counterfactual","Rationality","Knowledge","Bad",7,"RKB","Abnormal"
"R_1QF7CJB3xYH1Icq","modal08.RIG",7,"Modal","Rationality","Ignorance","Good",8,"RIG","Normal"
"R_1QF7CJB3xYH1Icq","cfcon08.RIG",1,"Counterfactual","Rationality","Ignorance","Good",8,"RIG","Normal"
"R_1QF7CJB3xYH1Icq","modal09.RIG",7,"Modal","Rationality","Ignorance","Good",9,"RIG","Normal"
"R_1QF7CJB3xYH1Icq","cfcon09.RIG",6,"Counterfactual","Rationality","Ignorance","Good",9,"RIG","Normal"
"R_1QF7CJB3xYH1Icq","modal10.MIG",7,"Modal","Morality","Ignorance","Good",10,"MIG","Normal"
"R_1QF7CJB3xYH1Icq","cfcon10.MIG",5,"Counterfactual","Morality","Ignorance","Good",10,"MIG","Normal"
